title,agency,date,links,标题,来信日期,信件内容,回复日期,回复单位,回复内容
公开监管账户,上海市闵行区住房保障和房屋管理局,2023-09-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E99AF2ACF31B4070A4D4C0707E775F13,公开监管账户,2023-08-08,本人反映，预售商品房施工进度过慢，已无法确保在合同约定的期限内交房。以及碧桂园近期负面新闻较多。本人认为，该预售商品房有烂尾风险。本人郑重提出如下要求：要求查看监管账户内资金余额，并要求进行账户资金流水查询。要求监管部门对该账户依法采取严格的监管措施以保交楼。要求监管部门指定相关负责人，监督施工单位及碧桂园制定工期计划，每两周监督实施情况。,2023-09-15,上海市闵行区住房保障和房屋管理局,赵同志：您网信反映闵行碧桂园柏悦前湾相关的事项我局已收悉，现告知如下：经查，斐丽名邸项目（推广名：柏悦前湾）由上海瓴晟房地产开发有限公司开发建设，位于闵行区季乐路33弄。我局第一时间向开发企业了解情况，企业反馈：目前部分楼栋外部脚手架已经拆除，剩余楼栋预计8月底前拆除，项目室内装修正在施工。开发企业表示正在抓紧施工，会按照预售合同约定按期交付。同时，开发企业也表示按照规定与银行签订了斐丽名邸项目的预售资金监管协议，开发企业会严格按照监管协议约定执行。特此告知。
公开监管账户,上海市闵行区住房保障和房屋管理局,2023-09-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D81EABD6D000435C80D6164481F6F9D4,公开监管账户,2023-08-09,本人反映，预售商品房施工进度过慢，已无法确保在合同约定的期限内交房。以及碧桂园近期负面新闻较多。本人认为，该预售商品房有烂尾风险。本人郑重提出如下要求：要求查看监管账户内资金余额，并要求进行账户资金流水查询。要求监管部门对该账户依法采取严格的监管措施以保交楼。要求监管部门指定相关负责人，监督施工单位及碧桂园制定工期计划，每两周监督实施情况。,2023-09-15,上海市闵行区住房保障和房屋管理局,许同志：您网信反映闵行碧桂园柏悦前湾相关的事项我局已收悉，现告知如下：经查，斐丽名邸项目（推广名：柏悦前湾）由上海瓴晟房地产开发有限公司开发建设，位于闵行区季乐路33弄。我局第一时间向开发企业了解情况，企业反馈：目前部分楼栋外部脚手架已经拆除，剩余楼栋预计8月底前拆除，项目室内装修正在施工。开发企业表示正在抓紧施工，会按照预售合同约定按期交付。同时，开发企业也表示按照规定与银行签订了斐丽名邸项目的预售资金监管协议，开发企业会严格按照监管协议约定执行。特此告知。
希望了解“ 根据沪规划资源建（2020）377号文”,上海市规划和自然资源局,2023-09-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=6EF9E501A43E4027A2DB8026D65268CC,希望了解“ 根据沪规划资源建（2020）377号文”,2023-09-05,尊重的领导您好！我想了解“沪规划资源建（2020）377号”文的具体内容。请将“ 沪规划资源建（2020）377号”文发给我。谢谢！,2023-09-15,上海市规划和自然资源局,信访事项答复意见书汪**同志：您好，您反映的信访事项已受理。经研究，现答复如下：本机关已依职权对《关于印发的通知》沪规划资源建（2020）377号主动公开，您可在上海市规划和自然资源局网站查询。感谢您对规划资源工作的关心、理解和支持。上海市规划和自然资源局2023年9月12日
关于逐步降低并最终取消上海市基本医疗保险门急诊就医记录册,上海市医疗保障局,2023-09-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=A9E7FD77947E42EC891F13A60BD84BFE,关于逐步降低并最终取消上海市基本医疗保险门急诊就医记录册,2023-08-21,想当年上海推出“上海市基本医疗保险门急诊就医记录册（自管）”（以下简称“自管本”）受到广大市民的交口称赞，一本就医“自管本”所有医院通用，自己就医资料一目了然，病史记录无一遗漏有据可查，方便了病人，方便了医生的了解病人病史，一举两得的好作用。但目前随着互联网的高速发展，智能手机的普及和完善，过去好的东西也未必永远是最好的，我们更需要与时俱进，跟上互联网的脚步，将上海的“自管本”发展的更好。本人建议逐步取消自管本，将有形的自管本变成电子的自管本，大大降低有形自管本的使用，降低医生的不必要的打印工作量，加快医生治疗的时间，将有限的时间增加到“望闻问切”上来，给广大病友提供良好的就医环境。,2023-09-15,上海市医疗保障局,您反映的信访事项已受理。市医保中心工作人员已与您电话联系沟通，现答复如下：目前，上海市医疗保险事业管理中心正在进行电子就医记录册的试点工作，拟将逐步实现就医记录册的电子化，方便广大参保人就医，我们将依据试点情况在本市推广电子记录册。感谢您对本市医疗保障工作的关心、理解和支持。上海市医疗保障局2023年8月29日
小区车库开裂问题,上海市宝山区建设和交通委员会,2023-09-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=6229E4F299BD47EE8113711B67BFFDE6,小区车库开裂问题,2023-08-01,来信希望开发商解决小区地下车库潮湿及地面裂缝相关问题的事项。,2023-09-15,上海市宝山区建设和交通委员会,佘同志：您于8月1日反映上实海上菁英小区车库相关的问题，该来信我委已收悉。经调查，现答复如下：8月4日，开发商和业主代表召开了现场沟通协调会，委信访科、安质监站、开发商、施工总包、物业公司以及20余名业主代表参加了本次会议。协调会期间，开发商与业主代表达成一致共识，明确：1、车库地坪开裂修复以验收标准为依据，表面无开裂、渗水、起砂；2、车库返潮引起的通道吊顶发霉问题，在地库维修期间，确保石膏板水分排除，对发霉部位进行铲除修复解决；3、确保地库日常通风干燥，在会引起返潮情况下地库排风新风系统开启，增加除湿机除湿，确保地库无积水；4、由于返潮引起的墙体起皮，在地库地坪维修期间一并处理；5、局部车库墙体渗漏问题发现即解决，确保地库使用功能；6、对于维修期间车辆停放问题，要求两个小区分区分期维修，确保维修期间的车辆免费停放、有地可停；7、大面积维修期间做好防尘防污染、人员隔离等安全工作；8、地库大面积维修前，对包括不限于以上内容的维修计划和方案在小区进行公示。以上参会人员达成共识，会后建设方、施工方、业主代表共同组建地库沟通群，持续保持良好沟通协调，有效推进车库维修工作。方案告知后，将于8月11日至20日在二期地库原样板边上完成两块1.5M×1.5M带色彩的样板（灰色、绿色），待业主表决确认。目前，维修施工所需的人员、机械、材料等均已准备好，可随时开展维修工作。感谢您对我们工作的关心、理解和支持。特此答复。上海市宝山区建设和交通委员会2023年8月15日
灰姑娘教培机构关停问题,上海市宝山区文化和旅游局,2023-09-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=7A2F95769EE847DB9599A316F921B059,灰姑娘教培机构关停问题,2023-08-02,反映灰姑娘芭蕾舞机构关停，要求退费或继续上课。,2023-09-15,上海市宝山区文化和旅游局,赵同志：您反映的爱心灰姑娘教培机构关停问题的信访事项本机关已受理。现答复如下：我局目前正在积极跟进此事件的进展情况。经和相关单位沟通协商，受非正常停业机构影响的学生家长，可以在市教委下属上海市培训协会的“上海市培训协会跨界互助平台”微信公众号上注册申请与未消课金额等值的公益课程额度，并在平台上选择其他机构兑换公益课程。且这些机构提供的公益课程属纯公益服务，不影响学员与原停业机构的法律关系，学员仍可继续主张合法权益。建议诉求人保存好收费凭证与培训服务合同等有效凭证，必要时，可以走司法程序予以维权。感谢您对我们工作的理解和支持。上海市宝山区文化和旅游局2023年8月16日
小区车库相关问题,上海市宝山区建设和交通委员会,2023-09-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=1D1DFD1E55A94ACBAC653555BFF0FE08,小区车库相关问题,2023-08-01,希望开发商解决小区地下车库潮湿及地面裂缝相关问题的事项。,2023-09-15,上海市宝山区建设和交通委员会,王同志：您于8月1日反映上实海上菁英小区车库相关的问题，该来信我委已收悉。经调查，现答复如下：8月4日，开发商和业主代表召开了现场沟通协调会，委信访科、安质监站、开发商、施工总包、物业公司以及20余名业主代表参加了本次会议。协调会期间，开发商与业主代表达成一致共识，明确：1、车库地坪开裂修复以验收标准为依据，表面无开裂、渗水、起砂；2、车库返潮引起的通道吊顶发霉问题，在地库维修期间，确保石膏板水分排除，对发霉部位进行铲除修复解决；3、确保地库日常通风干燥，在会引起返潮情况下地库排风新风系统开启，增加除湿机除湿，确保地库无积水；4、由于返潮引起的墙体起皮，在地库地坪维修期间一并处理；5、局部车库墙体渗漏问题发现即解决，确保地库使用功能；6、对于维修期间车辆停放问题，要求两个小区分区分期维修，确保维修期间的车辆免费停放、有地可停；7、大面积维修期间做好防尘防污染、人员隔离等安全工作；8、地库大面积维修前，对包括不限于以上内容的维修计划和方案在小区进行公示。以上参会人员达成共识，会后建设方、施工方、业主代表共同组建地库沟通群，持续保持良好沟通协调，有效推进车库维修工作。方案告知后，将于8月11日至20日在二期地库原样板边上完成两块1.5M×1.5M带色彩的样板（灰色、绿色），待业主表决确认。目前，维修施工所需的人员、机械、材料等均已准备好，可随时开展维修工作。感谢您对我们工作的关心、理解和支持。特此答复。上海市宝山区建设和管理委员会2023年8月15日
灰姑娘门店关停问题,上海市宝山区文化和旅游局,2023-09-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D15012424F4D4FB2BB6BD71EAA2F1239,灰姑娘门店关停问题,2023-08-07,反映灰姑娘芭蕾舞机构关停，要求退费或继续上课。,2023-09-15,上海市宝山区文化和旅游局,曹同志：您反映的上海Isee灰姑娘门店关停问题的信访事项本机关已受理。现答复如下：我局目前正在积极跟进此事件的进展情况。经和相关单位沟通协商，受非正常停业机构影响的学生家长，可以在市教委下属上海市培训协会的“上海市培训协会跨界互助平台”微信公众号上注册申请与未消课金额等值的公益课程额度，并在平台上选择其他机构兑换公益课程。且这些机构提供的公益课程属纯公益服务，不影响学员与原停业机构的法律关系，学员仍可继续主张合法权益。建议诉求人保存好收费凭证与培训服务合同等有效凭证，必要时，可以走司法程序予以维权。感谢您对我们工作的理解和支持。上海市宝山区文化和旅游局2023年8月16日
沪房规范（2021）11号文对小区车改造成阻碍,上海市房屋管理局,2023-09-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E180DDF85DB147D08380BBFE2DBC10FA,沪房规范（2021）11号文对小区车改造成阻碍,2023-09-01,"本人反映,我们小区2020年制定的停车管理办法本身有很多错误，已经不能满足现在的停车要求，尤其是车位固定分配不合理，造成业主居民极大不满。按照房管局对这个文件的解读，现在修订停车管理办法，不光是要业主大会投票通过，而且要求修订的本小区停车管理制度应符合《规定》要求。请问，本小区的车位比0.9,如果业主大会能够通过决议，重新分配固定车位——优先满足业主首辆车，把第二辆以上的车位和空置不用的车位收回变成共享车位，提高共有车位的利用率，这样算不算跟规定冲突?共有车位全部共享当然是最公平的，但是现在大多数人已经有固定车位的情况下，投票是无法通过的。本小区50%的车位属于非原始规划车位，如果按照规定，这些车位应该共享，可是这样投票也不会通过。满足业主首辆车使用固定车位，剩余车位全部共享，这符合绝大多数业主的意愿。如果不能按照这个议题，那么其它的方案都会面临业主大会通不过的情况，小区的停车管理办法就无法修订，小区乱停车的问题就无法得到解决，怎么办?简单说，如果不修改车管办法，一部分人（100多户业主）就无法正常停车；修改，符合大家心意的方案违规，不违规的却无法通过业主大会。本人认为，《规定》出台的目的是为了满足多数人的要求，保障基本的公平，并且维护小区的秩序。对于我们这样的小区有这样的诉求，应该有针对性的政策解读。本人要求,请政府为我们出一个解决办法。",2023-09-15,上海市房屋管理局,信访事项答复意见书赵**同志：您反映的信访事项已受理。经研究，现答复如下：《民法典》第二百七十五条规定，占用业主共有的道路或者其他场地用于停放汽车的车位，属于业主共有。《上海市住宅物业管理规定》明确：物业管理区域内的机动车停车位，应当提供给本物业管理区域内的业主、使用人使用；物业管理区域内，占用业主共有的道路或者其他场地用于停放机动车的车位，属于业主共有。车辆在全体共用部分的停放、收费和管理等事项，由业主大会决定。您小区可根据自身实际情况制定停车管理制度，经业主大会表决通过后实施。上海市房屋管理局2023年9月7日
建议明确使用权房换发《租用居民公房凭证》办理时效,上海市房屋管理局,2023-09-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=742CE603D3E3437CAAF5A72761FDD99F,建议明确使用权房换发《租用居民公房凭证》办理时效,2023-08-22,各位领导好！2019年发布的《上海市公有住房差价换房交换办法》规定了上海市使用权房的交易流程，使整个流程更加规范透明。但是第二十条，变更租赁关系部分，未明确换发新房卡的时效。由于购买使用权房多为学区入学目的，学校对于户口迁入时间有明确规定，房卡换发未明确办理时效大大增加了交易的不确定性，提供了寻租空间，损害了购买者权益。建议对于办理时效予以明确，并且购买人能够查询到办理流程的节点，谢谢🙏,2023-09-15,上海市房屋管理局,李**同志：您所提的建议本机关已受理。经研究，现答复如下：根据《上海市公有住房差价交换办法》（沪府发〔2019〕19号），取得公有住房承租权的当事人应当自收到区房地产交易中心出具的《差价换房确认书》之日起7日内，持差价换房合同、租用居住公房凭证、当事人的身份证明及《差价换房确认书》等有关材料，向出租人申请办理公有住房租赁关系的变更手续，换发《租用居住公房凭证》。根据《关于印发的通知》（沪房规范〔2019〕3号），出租人受理公房变更租赁户名申请后，经审核符合政策规定的，应当在受理之日起15日内完成变更租赁户名审核手续，并按规定流程发放《租用居住公房凭证》，经审核不符合条件的，应当在7日内出具不予办理的书面意见。您提出使用权房购买人能查询到《租用居住公房凭证》办理流程节点的建议，我局将留作参考。上海市房屋管理局2023年9月8日
