title,agency,date,links,标题,来信日期,信件内容,回复日期,回复单位,回复内容
关于楼道刷漆问题,上海市浦东新区泥城镇人民政府,2023-09-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D898B51142F9407C8D586ED24D62DFFA,关于楼道刷漆问题,2023-09-11,"本人反映,小区楼道重新刷墙，楼梯上满是乳胶漆，油漆，无人打扫清理，楼梯上栏杆扶手上全是灰尘和油漆本人认为,在楼道翻新刷墙完成之后，应该第一时间安排打扫清理本人要求,物业和居委会尽快安排人来打扫，通风散味",2023-09-22,上海市浦东新区泥城镇人民政府,"信访事项答复意见书李同志：您反映的信访事项本机关已受理。经研究，现答复如下：您反映小区楼道重新刷墙，楼梯上满是乳胶漆、油漆，无人打扫清理。您认为,在楼道翻新刷墙完成后，应第一时间安排打扫清理。您要求,物业和居委会尽快安排人来打扫。经了解，小区现正在旧区改造，综合整新，施工工序、施工材料要求由专业设计院设计、监管。关于楼道清扫情况，居委、物业已到现场查看并与施工方沟通，要求其做好施工后清扫工作。经与您联系，您表示楼道内今天已有工作人员过来打扫干净。感谢您对党和政府工作的关心、理解和支持。上海市浦东新区泥城镇人民政府2023年9月14日"
关于电梯加装问题,上海市浦东新区三林镇人民政府,2023-09-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D4B917232A394E1B9DD9D560259F8758,关于电梯加装问题,2023-07-20,"本人反映,小区居民已经集资准备加装电梯，目前加梯公司催促居民付款，其中市区和镇级补贴目前都没有到位，也没有明确的文件下达。本人认为,为避免日后因补贴不到位引起加梯公司拖延工期甚至烂尾，我楼居民要求,政府将补贴的金额，支付节点在相关文件中明确并下发。",2023-09-22,上海市浦东新区三林镇人民政府,信访事项处理意见书李同志：您反映加梯工程中政府的补贴金额没有到位，要求明确资金下发的时间节点的信访事项已受理。经研究，现答复如下：经加梯中心了解，小区加梯项目于2023年2月签约。关于政府补贴金的下发时间，原政府加梯补贴资金实行竣工后付款，根据相关要求，实施补贴金预付需各街镇定制细则及内控制度，目前相关部门正在拟定加梯补贴金预拨实施方案，待该方案正式审核通过后按规定进行拨款。感谢您对上海市浦东新区三林镇人民政府工作的关心、理解和支持。上海市浦东新区三林镇人民政府2023年9月11日
举报滴滴出行上的非法网约车,上海市交通委员会执法总队,2023-09-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=42518663EB8A4564B02C0A258A4B6AAA,举报滴滴出行上的非法网约车,2023-08-31,本人反映，在2023年8月25日乘坐黑色帕萨特轿车从同济大学沪西校区南门到虹口区馥敦坊小区车费为83.96元的礼橙专车司机没有上海网约车驾驶员证车辆没有上海网约车道路运输证希望处罚司机和平台。滴滴出行平台在上海没有上海网约车经营许可证属于非法经营。,2023-09-22,上海市交通委员会执法总队,陈同志：您好！您反映2023年8月25日通过滴滴出行平台乘坐网约车，怀疑司机无证营运，要求管理部门核实处理的信访事项已受理。经研究，现答复如下：2023年8月31日，市交通委执法总队收到您来信所反映的情况后高度重视，第一时间委派我直属大队调查核实。经核实，当事驾驶员涉嫌违规从事网约车经营，我直属大队依法对其违规行为作出行政处罚。2023年9月7日，市交通委执法总队电话与您联系，对您进行电话回访，并向您解释有关情况。您表示认可。感谢您对本市交通执法工作的关心、理解和支持。上海市交通委员会执法总队2023年9月13日
投诉出租车乱收费,上海市交通委员会执法总队,2023-09-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=88A49932A3F84536AA584CFEBB2AC495,投诉出租车乱收费,2023-08-22,本人反映，8月22日早4点15分从浦东机场打车到七韵美地苑，实际收费287元，存在乱收费。其中，发票车牌号实际乘坐车辆不符，下车时间5点27分与实际5点05分不符，等候时间11分与实际时段道路情况不符。本人要求，退还多收车费，对车辆和所属出租车公司进行行政处罚。,2023-09-22,上海市交通委员会执法总队,赵同志：您好！您反映2023年8月22日在浦东机场乘坐出租车，存在乱收费和发票问题，要求管理部门核实处理的信访事项已受理。经研究，现答复如下：2023年8月22日，市交通委执法总队收到您来信所反映的情况后高度重视，第一时间委派我直属大队核实处理。经核实，您反映的情况基本属实，我直属大队依法对当事驾驶员的违规行为作出行政处罚，同时，有关出租公司退赔您相关费用。2023年9月11日，市交通委执法总队电话与您联系，对您进行电话回访，您表示认可。感谢您对本市交通执法工作的关心、理解和支持。上海市交通委员会执法总队2023年9月13日
投诉享道出行网约车,上海市交通委员会执法总队,2023-09-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=939AE2D7B8024856B48EBEA7AED10C20,投诉享道出行网约车,2023-08-24,本人反映：本人与2023年8月23日22点03分在上海市杨浦区城市概念软件信息服务园9号门，通过滴滴出行平台，呼叫了一辆享道出行网约车，行驶过程中，作为乘客多次提醒司机在路口按指示牌行驶，却不予理会，服务态度恶劣，辱骂乘客，因纠纷前往上海市宝山区高境镇派出所进行处理。本人要求，1、退还全部车费；2、吊销该司机的运营资质，禁止其从事网约车的营运资格。,2023-09-22,上海市交通委员会执法总队,武同志：您好！您反映2023年8月23日乘坐享道出行网约车，司机服务态度恶劣，怀疑司机无证营运，要求管理部门核实处理的信访事项已受理。经研究，现答复如下：2023年8月24日，市交通委执法总队收到您来信所反映的情况后高度重视，第一时间委派我直属大队核实处理。经核实，当事驾驶员涉嫌违规从事网约车经营，拒不配合执法调查，我直属大队现已要求享道出行平台对其账号作封禁处理，并依法对享道出行平台的违法行为作出行政处罚。2023年9月11日，市交通委执法总队电话与您联系，对您进行电话回访，您表示认可。感谢您对本市交通执法工作的关心、理解和支持。上海市交通委员会执法总队2023年9月13日
我对金山区轨道交通规划的建议,上海市交通委员会,2023-09-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=82381A95359043DAAE7CC95ACC286117, 我对金山区轨道交通规划的建议,2023-08-17,陈书记：金山区的轨道交通属于全上海最落后的一个区，目前为止都没有通地铁，因此有限的线路、有限的资金必须立足全局、谋划长远，让金山人民出行、办事、生活带来极大方便，不留遗憾！让轨道交通在金山发挥出最大效益、成为郊区轨道交通规划、建造、通行的样板。,2023-09-22,上海市交通委员会,阮同志：您反映的信访事项已受理。经研究，现答复如下：目前，嘉青松金线作为规划轨道交通网络中的远景线路，未纳入轨道交通建设规划。有关具体线站位方案和车站名称尚待研究。感谢您对上海交通工作的关心、理解和支持。上海市交通委员会2023年8月25日
关于噪音扰民问题,上海市浦东新区人民政府花木街道办事处,2023-09-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=4CE6D90EADE64420BDF59EF6671A3FFF,关于噪音扰民问题,2023-08-28,"本人反映,隔壁邻居601室经常换人居住，进出都是陌生面孔，从门口看房屋结构似乎有改变。目前的租户，老是不关露台的门，每天，只要有风就在不停敲击他们私建的露台栏杆。希望居委或者有关部门，可以帮助找到房东或者目前那件房间的租客，帮我解决问题。本人认为,隔壁邻居的日常活动，不应影响我的生活。本人要求,租客不要让露台的门时不时敲他们私建的栏杆，经常发出剧烈的异响，把门栓好或者就不要开门。",2023-09-22,上海市浦东新区人民政府花木街道办事处,姚同志：您好！2023年8月30日，我单位受理您提出的信访事项。您来信反映楼上租户噪音扰民，要求管理部门予以协调。经调查研究，现答复如下：接到您的反映后，居委立即联系城管部门至该房屋进行检查。经城管核实，该房屋未改变房屋结构，无群租情况。针对您反映的噪音扰民情况，小区居委已联系房屋业主，要求其加强对于租客的管理，督促租客日常进出随手关闭露台门，杜绝类似扰民情况。如您后续仍发现相关情况，可及时与小区居委进行反映。感谢您对花木社区工作的关心、理解和支持。上海市浦东新区人民政府花木街道办事处2023年9月11日
开办老年食堂,上海市闵行区颛桥镇人民政府,2023-09-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=2F7FC5CC9B5B413EB38C015DC27B4DD7,开办老年食堂,2023-09-07,"本人反映, 小区没有老年食堂，希望开办。",2023-09-22,上海市闵行区颛桥镇人民政府,顾同志：您好！您于2023年9月7日反映小区没有老年食堂的事项已收悉。经相关部门了解，前年有关部门曾对北桥片区做过老年用餐需求调查，因数据反馈不理想，老年食堂未能开设。为响应人大代表的提议，去年于北桥骏苑开设了助餐点，截至目前亦无老人提出助餐需求。目前年满80岁以上的沪籍老人可向所在居委申请老年餐服务，若存在老年人就餐需求且符合上述条件的，可前往所在居委进行申请。特此告知。
消防隐患,上海市闵行区马桥镇人民政府,2023-09-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=2156BE79F9054ADF9FD47BD65DFDC089,消防隐患,2023-08-11,"本人反映,马桥镇公园大道，消防连廊堆物，楼道堆放易燃物品，诉求：该不合规行为因由哪个部门督促解决，还是该问题无法解决为合理行为。",2023-09-22,上海市闵行区马桥镇人民政府,陆同志：您于2023年8月11日邮件至闵行区人民政府，反映马桥镇公园大道存在消防连廊堆物的信访事项（信访件编号：网[2023]00019xxxx）已收悉。经了解，品雅苑居委已联合民警、物业、网格上门与租客进行沟通、说教，物业也已开具整改通知单并对其进行解释宣传，居委也将持续关注该情况督促整改。特此告知。
人行道护栏损坏,上海市闵行区吴泾镇人民政府,2023-09-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=78F7688C768E4524805BBE0A1B1EDD5A,人行道护栏损坏,2023-09-06,"本人反映,宝秀路647号锐思特酒店门口人行道护栏被人为损坏，造成机动车辆经常违规停放在人行道上，影响出行。本人要求,有关部门尽快修复。",2023-09-22,上海市闵行区吴泾镇人民政府,徐同志：您好！吴泾镇人民政府于2023年9月6日收到了您反映宝秀路647号锐思特酒店门口人行道护栏被人为损坏，造成机动车辆经常违规停放在人行道上，影响出行的事项。关于您反映的事项，经了解：吴泾镇城建中心将结合今年宝秀路中修项目，根据城市家具减量化的要求，以及《城市道路交叉口规划规范》，对宝秀路永德路及宝秀路剑川路两个路口的人行道护栏进行更换。后续吴泾镇城建中心会持续关注护栏的日常养护工作。感谢您对城市建设工作的关心、支持和理解。特此告知。
