title,agency,date,links,标题,来信日期,信件内容,回复日期,回复单位,回复内容
携程违约，拒不赔偿,上海市长宁区文化和旅游局,2024-02-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=7F52E54C0FD64F9FAEC72FF5F41E051F,携程违约，拒不赔偿,2024-01-28,本人反映，于2023年12月26日预定了携程机酒去香港，2024年1月3日由于个人原因申请过取消酒店，过程中个人通过电邮联系过酒店，但是酒店方答复必须通过携程协调，随即联系携程，携程给答复说酒店不同意取消。1月17日，携程再次致电说酒店同意取消，我答复不取消了，正常入住，当天还和携程客服确认酒店会不会单方面操作取消，携程很肯定说不会这样操作。1月21日出发前一天，我再次联系携程客服确认酒店房间有无问题，携程再次肯定酒店没有问题可以正常入住。1月22日到达酒店，酒店方告知房间已被取消，导致我无法入住，整个行程被打乱。并且携程也没有主动退款，事后也已在黑猫及12345投诉过，均无果。本人认为，携程没有核实信息没有主动退款，处理差错事件中各种推卸责任，造成我精神及经济的损失。本人要求，携程按酒店价格退一赔一。,2024-02-22,上海市长宁区文化和旅游局,叶**，您好：    您的信访事项网[2024]000024850收悉，您反映在携程预定酒店事宜，希望协助解决。现答复如下：    区文旅局于2024年2月1日联系督促携程以事实为依据妥善处理，并积极与消费者沟通。    经核实，您与携程已就该问题协商一致，由携程补偿您420元，该事项已解决。    感谢您对我局工作的理解、关心与支持。    上海市长宁区文化和旅游局
春节出行变动携程及去哪儿网拒绝退酒店款,上海市长宁区文化和旅游局,2024-02-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=7E2049D640714EE094BF8550A8535317,春节出行变动携程及去哪儿网拒绝退酒店款,2024-02-02,"本人反映,2024年1月20号、1月31号在携程app（上海赫程国际旅行社有限公司或其分公司）预定了总价4500元的酒店订单，因家里有事行程改变无法成行，经与平台沟通长达12小时后，携程一直拖延及拒绝退款。本人认为,这个行为违反了《中华人民共和国消费者权益保护法》，春节期间这样的行为伤害着消费者的心本人要求,请携程24小时内及时退款，切实维护上海旅游消费环境，谢谢领导！",2024-02-22,上海市长宁区文化和旅游局,彭**，您好：    您的信访事项网[2024]000029439收悉，您反映在携程预定酒店事宜，希望协助解决。现答复如下：    我局收到信访事项后，立即联系携程公司督促其以事实为依据妥善处理，携程表示将积极与消费者沟通解决。     2024年2月7日9：11分，我局工作人员与您联系核实确认，您与携程已就该问题协商一致并解决。    感谢您对我局工作的理解、关心与支持。    上海市长宁区文化和旅游局
反映车辆质量问题,上海汽车集团股份有限公司,2024-02-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=B0340410D744436DA97BD3FB0645953B,反映车辆质量问题,2024-01-16,反映车辆漆面存在瑕疵问题,2024-02-22,上海汽车集团股份有限公司,您好！您反映的事项已收悉。经了解，现答复如下：经核实，相关厂家就您反映的问题评估后，协调经销商通过保修程序为您解决，并依法依规给予相应补偿，您表示认可。感谢您对我们工作的关心、理解和支持！特此告知。
关于提升车辆品质的建议,上海汽车集团股份有限公司,2024-02-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=8071B54958AE4C3DAF67C1C93FBB7648,关于提升车辆品质的建议,2024-01-15,建议提升车辆品质，使消费者得到更好的保障,2024-02-22,上海汽车集团股份有限公司,您好！您反映的事项已收悉。经了解，现答复如下：经核实，相关经销商已与您沟通，对车辆进行检修，并给予相应维修费用补贴，您对此表示认可。感谢您对我们工作的关心、理解和支持！特此告知。
携程改签机票遇到霸王条款不退还机票差价,上海市长宁区文化和旅游局,2024-02-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F79D60C400A04F508C122A5042A83DDC,携程改签机票遇到霸王条款不退还机票差价,2024-02-03,领导您好！现本人做如下反映：我通过携程购买了两张3月14日至19日往返东京的机票，后因客户原因需要调整到4月7日至12日去日本，我联系了携程的客服，他们的答复是要收取450元改签费。 但我在携程上查询到即将改签的机票价格（2863元）远远低于我现在预订的机票价格（3630元），按照携程的说法，如果改签的机票更高需补交差价。本人认为：按照公平交易和保护消费者权益来说，改签的机票价格更低，携程亦应向消费者补交差价，否则就是霸王条款。 我向携程客服提出了我的诉求，他们坚持只收改签费，机票差价不予退换。我坚持我的诉求，他们先后换了4个客服联系我，但结果是一样的。 在此情况下，我只能求助你们来帮助解决这个问题。按照《消费者权益保护法》第十条、第十六条、第二十六条和第三十二条的规定，我认为携程的规定是霸王条款，是不公平交易，严重侵犯了我的权益。 本人要求：我按照携程的规定缴纳改签费，携程按照公平交易的原则退还机票差价，然后给我改签。 谢谢！,2024-02-22,上海市长宁区文化和旅游局,柴**，您好：    您的信访事项网[2024]000030486收悉，您反映在机票差价事宜，希望协助解决。现答复如下：    我局收到信访事项后，立即联系携程公司督促其以事实为依据妥善处理，携程表示将积极与消费者沟通解决。     2024年2月18日16：00分，我局工作人员与您联系核实确认，您与携程已就该问题协商一致并解决。    感谢您对我局工作的理解、关心与支持。    上海市长宁区文化和旅游局
关于投诉协调处理的问题,上海市长宁区文化和旅游局,2024-02-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E98779C5A6F44AA682B1119CE133CDA0,关于投诉协调处理的问题,2024-01-31,本人反映，在某平台购买服务后投诉协调不成。本人认为，该平台应积极协调处理投诉事宜。本人要求，再次协调处理。,2024-02-22,上海市长宁区文化和旅游局,王同志您好：        您的信访事项收悉，你反映的事项，现答复如下：        我局收到信访事项后，立即联系企业，经核实，企业基于服务体验愿意给予补偿1432元，并已经办理，您表示接受企业补偿方案。2024年2月2日上午，我局工作人员与您联系核实确认，您表示该事项已经解决。        感谢您对我局工作的理解、关心与支持。                                                                                                                       上海市长宁区文化和旅游局                                                                                                                                    2024年2月6日
办理居住证咨询,上海市杨浦区人民政府大桥街道办事处,2024-02-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=612D5EDD72A44057AB9D7EA879B00642,办理居住证咨询,2024-01-26,我住公司买的房子里，想要咨询如何办理居住证。,2024-02-22,上海市杨浦区人民政府大桥街道办事处,李同志，您好：街道工作人员与您电话联系，了解到目前，您的居住证已经办理完成。特此告知。上海市杨浦区人民政府大桥街道办事处2024年2月19日
要求退购房款,上海市青浦区住房保障和房屋管理局,2024-02-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=8DA17C936CD448219BA973B0FE1F5E56,要求退购房款,2024-01-09,本人反映，某楼盘在售房过程中存在违规情形，在认购楼盘房屋的过程中，交付了5万元的房款。但是在购房过程中，发现开发商存在违规情况。本人恳请政府部门介入协调本人与开发商的纠纷，协助本人进行退房退款。,2024-02-21,上海市青浦区住房保障和房屋管理局,袁先生：您好！您来信反映的事项收悉。经我局与开发商多次沟通协商，开发商同意退款。我局工作人员与您电话联系，您告知已于收到相关款项。您的信访事项已解决。感谢您对政府工作的支持和理解。特此告知。
道路通行问题,上海市青浦区徐泾镇人民政府,2024-02-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=3E82DCB1380E486CAB4CD29CEA564300,道路通行问题,2024-01-19,本人反映，在联涞路修路期间大批量乱停车没有执行人员导致路况一直拥堵，在政府的大力加快推进下，路修了一半投入使用，整个路面宽阔，值得点赞。但还是有商户占道堆放杂物（特别是助动车店、修车店），存在安全隐患。希望城管执法部门来严厉执法。,2024-02-21,上海市青浦区徐泾镇人民政府,余先生：您好！您来信反映的事项收悉。经现场查看后，对沿线三家跨门经营的商户予以处罚，并责令当事人立即整改。目前，现场已整改完毕。近期，有关部门将进一步加强该区域巡查整治力度，杜绝跨门经营等违法行为，提升市容环境。感谢您对我们工作的关心、理解和支持。
关于小区存在飞线充电问题,上海市宝山区月浦镇人民政府,2024-02-21,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E1BC15B9D38D4F9AA7C9CE1A4275496F,关于小区存在飞线充电问题,2024-02-03,反映小区飞线充电影响居民安全。认为万一发生火灾意外，严重影响群众的生活安全。要求相关部门解决安全隐患。,2024-02-21,上海市宝山区月浦镇人民政府,黄同志：您好！您于2月3日反映小区存在飞线充电情况，您要求有关部门处理的事项已受理，现回复如下：接到您反映的情况后，本镇立即与小区居委会进行了联系，2月6日，居委会联合物业公司进行现场查看，对“飞线充电”开展整治。今后居委会将持续关注，进一步加大宣传力度，提高群众安全防范意识。感谢您对本镇城乡建设工作的理解、支持、关注。上海市宝山区月浦镇人民政府2024年2月7日
