title,agency,date,links,标题,来信日期,信件内容,回复日期,回复单位,回复内容
拖欠工资投诉,上海市嘉定区建设和管理委员会,2023-08-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=FD6A2723D6C340DF84F63EFD022C5015,拖欠工资投诉,2023-07-08,本人反映，我是一个来沪打工的建筑工，今年2月12日在陆沈路118号项目部工地做外墙抹灰，我们一起6个人做的小包活。到4月6日做完退场，帐已结但钱未清，公司承诺离开后每个月打生活费给我们，直到打完我们的工资为止。但退场后就只打过一次，到现在也无音讯。本人要求，让他们把剩下的工资付清。,2023-08-08,上海市嘉定区建设和管理委员会,张同志：您信访反映的事项收悉，我委高度重视，落实专员处置此事，现就您反映的相关问题答复如下：经核实，该项目报建名称为嘉定区嘉定新城（马陆镇）马陆社区43-05B、51-01地块商品住宅项目，建设单位为上海鑫富诚房地产开发有限公司，总包单位为上海杉海建筑工程有限公司。我委于7月11日联系您，您表示自2023年2月12日至4月6日在该项目从事外墙抹灰工作，现企业拖欠包括您在内的6名工人工资。我委立即要求项目总包单位上海杉海建筑工程有限公司尽快核实处置，及时落实工人工资发放工作。经施工单位于7月17日反馈，您反映拖欠的工资已完成支付。经我委电话回访您确认，工资已全部结清，此事已解决。感谢您对我们工作的理解和支持！特此回复。上海市嘉定区建设和管理委员会2023年7月26日
关于四川北路公园过于夸张的院内禁止项目,上海市绿化和市容管理局(上海市林业局),2023-08-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=14E6D4F3D3224051ACE6A337D26DE722,关于四川北路公园过于夸张的院内禁止项目,2023-06-26,   四川北路公园一直以来是我们附近居民健身活动和户外休闲的绿色空间，特别是小朋友们最喜爱的游玩场所。  去了四川北路公园发现，入口处竖起了醒目的禁止提示（详见附件照片），密密麻麻十几项，不少禁止项目个人拙见不免有矫枉过正之嫌。比如禁止儿童滑板车，禁止自行车（含二轮童车），禁止羽毛球，禁止宠物等几项。并且每隔三五十米配备一个全副武装的保安，严格禁止一切禁止牌上的活动。正直傍晚时间，短短十分钟内，就看到几波穿着附近中州路一小的小朋友骑着童车（儿童滑板车，两轮儿童自行车），拿着玩具（足球，羽毛拍等）被保安上前禁止。   看着公园里的一些布置，近期应该是有相关主题活动，我们理解有些禁止活动项目是出于安全考虑，但管理者也不应该因噎废食，削足适履。希望能还小朋友们一个开放自由的公园，让川北公园在他们儿时的记忆里有一个美好的标签。   另外，公园在禁止广场舞以及大功率音响扰民的举措上是做的很棒的，也很有成效，这一点是值得肯定的。,2023-08-08,上海市绿化和市容管理局(上海市林业局),信访事项答复意见书缪同志：您反映的信访事项已受理。经研究，现答复如下：您反映的事项我局高度重视，责成虹口区绿化和市容管理局核实，虹口区绿化和市容管理局相关业务部门人员第一时间赴现场查看。经确认，根据《上海市公园文明游园守则》（2018版）以及《关于（2018版）中涉及学龄前儿童专用车及非运动型球类活动管理的补充说明（试行）》的相关规定，除老年人、残疾人、婴儿专用车和特种车辆外，各种车辆未经允许不得驶入园内，综合公园原则上允许学龄前儿童专用车入园，其它儿童用平衡车、自行车、滑板车、动力车不得入园。综合公园原则上允许携带非运动型球类如儿童皮球、软排球等入园，公园内设有球类专用活动场地的，如网球场、篮球场、羽毛球场等，允许携带相应运动型球类入园，并在指定区域内活动。四川北路公园无专用球类活动场地，园内硬件设施有限，游客量多，为确保市民游客的游园安全，根据《上海市公园文明游园守则》相关规定设置禁止入园的警示提示，并增派安保人员加强对羽毛球、滑板车、自行车等存在安全隐患的各类活动的管理。努力为广大市民游客营造一个安全有序的游园环境。感谢您对上海市绿化和市容管理局工作的理解和支持。上海市绿化和市容管理局2023年7月28日
咨询饲养画眉鸟事宜,上海市绿化和市容管理局(上海市林业局),2023-08-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=5AF903B4D5C1482AA0EBE45B315A00CF,咨询饲养画眉鸟事宜,2023-05-28,本人认为，画眉鸟属于饲养范围 其种群规模 远远没有达到濒危程度 全中国饲养画眉鸟的人数 画眉鸟的数量 国家有做过统计吗？本人要求，我希望领导能够体察民情 养鸟的传统 从古至今 延续多年 饲养画眉鸟只是为了修身养性 我们养鸟人对鸟的饲养照顾都是非常细心认真仔细的 画眉鸟的叫声非常动听 我们普通人饲养 真不知道为什么要禁止 就算要禁止 也希望领导能够适当考虑群众 能够饲养一到二只 作为娱乐观赏 谢谢,2023-08-08,上海市绿化和市容管理局(上海市林业局),信访事项答复意见书胡同志：您反映的信访事项已受理。经研究，现答复如下：您反映的事项我局高度重视，画眉广泛分布在中国黄河以南大部分地区，因其善鸣而被长期作为笼养鸟大量饲养。因画眉野性强，难驯服，画眉的人工繁育技术至今仍不成熟。根据国内专业期刊《野生动物学报》2000年6月发表的文献，当时国内市场每年对画眉的需求量约有100万只，加上捕捉、运输、饲养过程的折损，每年需要从野外捕捉170-180万只画眉才能满足国内宠物市场需求。2021年2月5日，新国家重点保护野生动物名录正式公布，画眉被提级为国家二级保护动物，对其出售、购买和利用行为需要经过行政许可，对其进行人工饲养也需要办理人工繁育许可证。感谢您对上海市绿化和市容管理局工作的理解和支持。上海市绿化和市容管理局2023年7月11日
辅助生殖项目何时纳入医保？,上海市医疗保障局,2023-08-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=50C4BCFC359A479BAE1E95C0B1506C07,辅助生殖项目何时纳入医保？,2023-07-05,"据统计,中国的不孕不育问题日益严重，主要原因包括环境污染、生育年龄推迟和生活压力等。不孕夫妇数量不断增加，导致不孕不育症市场需求不断扩大，国家生育率越来越低。我希望上海市医保局能够认真考虑将辅助生殖项目纳入医保范围，并制定相应的政策和规定，为不孕不育患者提供经济上的支持。",2023-08-08,上海市医疗保障局,您反映的信访事项已受理。现答复如下：为促进人口长期均衡发展，顺应国家生育政策调整，医保部门已将符合条件的生育支持药物如溴隐亭、曲普瑞林、氯米芬等促排卵药品纳入医保基金支付范围，提升不孕不育患者的用药保障水平。同时，本市将按照国家要求，在充分论证、科学测算的基础上，积极研究逐步将诊疗必须、技术成熟、安全可靠、基金可承受的治疗性辅助生殖技术等诊疗项目，按程序纳入医保支付范围的可行性。感谢您对本市医疗保障工作的关心、理解和支持！此复。
新闻媒体应该多宣传帮困助残的典型事迹。,上海广播电视台,2023-08-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=429640DEAF4E47F6A1BC2A18FC29E4E3,新闻媒体应该多宣传帮困助残的典型事迹。,2023-07-15,陈书记您好！歌曲《爱的奉献》再一次在上海响起，2023年7月13日中午11点钟，上海城隍庙功德会志愿者和中国工商银行上海市福州路支行党员开展慈善活动，冒着烈日高温，看望上海市黄浦区学院路重度智力残疾人姚天刚和高龄老人周双玉，送上慰问品，表达了对他们关爱。上海电视台《新闻坊》等新闻媒体收到我的视频，但是，他们不愿意播出来。我们社会需要正能量，要宏扬帮困助残精神，使社会风气得到好转。希望上海新闻媒体应该多宣传帮困助残的典型事迹，使爱的奉献精神发扬光大。,2023-08-08,上海广播电视台,姚杰明同志：您反映的信访事项我台已受理（编号为：网[2023]000171191）。非常感谢您能持续关注我台《新闻坊》栏目，并和我们一起分享了您的正能量视频。但因电视栏目版面有限，广大市民给栏目组发送的各类视频无法一一播放，敬请理解。您的视频画面、文字、内容都很好，体现了社会的温暖与互助，融媒体中心已在同属于上海广播电视台新媒体矩阵的“看看新闻APP”上播放了您的视频和文字。再次感谢您对上海广播电视节目的关注和支持。上海广播电视台2023年8月2日
Snow51城市滑雪拖欠退款,上海市体育局,2023-08-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=ED30169E036348A08F937C180E77EA6D,Snow51城市滑雪拖欠退款,2023-06-16,"本人反映,2022年9月进行了在Snow51外滩金融中心店进行了续卡的操作（原有的卡还在有效期内，23年5月到期）。2023年3月提出退卡申请，当时新卡还未开卡。该门店刘店长3.16联系我并告知了我可以全额退款。经理了近2个月的拉扯和沟通，客服人员于5月8日告知我已完成退卡申请并提向财务提交了退款申请。至今已一月有余，并未收到任何退款，客服人员表示无法跟进财务流程而拒绝沟通退款进度。目前一直未收到退款且无法得知具体退款日期。同步投诉了12315，得到反馈让我来体育局投诉。本人认为,从提交退卡退款申请至今已经三个月有余，对方已经承诺会退卡退款，请立即执行。本人要求,对方公司财务立刻打款至我的账户。",2023-08-08,上海市体育局,信访事项处理意见书刘辰同志：您反映的信访事项已受理。经研究，现答复如下：您反映2022年9月进行了在Snow51外滩金融中心店进行了续卡的操作，2023年3月提出退卡得到商家同意，但至今未收到退款，要求帮助尽快退款。经市社体管理中心和黄浦区体育部门协调，7月14日商家已将相关款项退回您的账户。特此告知。您可以登录http://www.gjxfj.gov.cn查询具体办理情况。上海市体育局2023年7月26日
关于荷花池幼儿园施工扰民问题,上海市黄浦区人民政府小东门街道办事处,2023-08-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=41D4879703D7404DAB8CA26BF9B78C9F,关于荷花池幼儿园施工扰民问题,2023-07-17,本人反映黄浦区中华路的荷花池幼儿园工地早上7点不到就开始动工，影响附近住户日常作息，希望可以按照法律规定施工，比如工作日早上8点才可以施工，周末全天不能施工。,2023-08-08,上海市黄浦区人民政府小东门街道办事处,刘某同志：您反映荷花池幼儿园工地从早上7点开始施工，影响周围居民日常作息，要求调整施工时间。接到您的反映后，街道综合行政执法队立即赴实地查看，经了解核实，根据《上海市建设工程文明施工管理规定》，未发现施工单位在夜间22时至次日凌晨6时进行施工，其余时间施工未违反上述规定。下一步，街道将继续对该工地施工情况进行严格监管，督促施工单位加强现场管理，落实文明施工各项要求，尽可能减少施工扰民情况，对违规施工行为予以依法处理。感谢您对街道工作的关心、理解和支持。上海市黄浦区人民政府小东门街道办事处2023年7月26日
融资租赁公司违规操作,上海市黄浦区金融服务办公室,2023-08-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=51019772A3854975A68B3D36B9B6B984,融资租赁公司违规操作,2023-07-14,"本人反映, 某国际租赁股份有限公司伙同杭州某租赁服务有限公司，以融资为诱饵，将融资抵押物再以“假租赁”的方式回租给融资者，租赁合同存在严重的不平等不合理的欺诈行为，租赁事实根本不存在，只存在抵押融资的事实。同时该公司巧立名目收取砍头息，合同金额和实际到账金额严重不符，利息也高于国家规定的利息标准。还强行将本人的车辆在凌晨两点偷偷拖走。 本人认为,上海市相关部门应该界入调查，保护融资人合法权益！ 本人要求,退还差额部分，重新按照国家标准制定利息和还款计划。",2023-08-08,上海市黄浦区金融服务办公室,吕某某同志：您反映的信访事项已受理。经研究，现答复如下：您反映在某国际融资租赁股份有限公司办理融资租赁业务，该公司存在违规操作的情形。就您所反映的情况及诉求，我办向某租赁公司进行了了解。公司反馈，关于您提出的诉求，已与您友好协商一致，并为您解决完毕。根据我办与您回访得知，您确认信访诉求已妥善解决，且无异议。特此告知。您可以登录http://xfb.sh.gov.cn查询具体办理情况。上海市黄浦区金融服务办公室2023年7月28日
小区出入口减速带的响声,上海市青浦区人民政府香花桥街道办事处,2023-08-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=6A9B0E5221294D52922F6159F1635689,小区出入口减速带的响声,2023-06-29,本人反映，清河湾佳苑二期与对面世纪卓越小区出入口两侧装上了白色的三道减速带。本来路口对面俩小区出入的人还蛮多的、装上减速带的目的是为了过往的车辆减速、使出入的居民安全有保障挺好的。但是现在问题来了人车流量多的时候过往的车辆都减速慢行挺好的、可是当人流量一少、几乎所有的车辆都不减速，驶过减速带的时候发出咚咚的连续三声响声。我家就住临街的、待在屋里听得心烦意乱，到了夜深人静情况更甚。希望领导来实地看看，帮我们解决一下。谢谢！,2023-08-08,上海市青浦区人民政府香花桥街道办事处,林先生：您好！您来信反映的事项收悉。经核实，清河湾路在道路改建完成后，随着该路车流量的增多，又涉及2个小区的出入口，故公安交警支队发函至街道，要求增设减速带、人行横道线，增设夜间反光功能设施，车行道两侧及分道线两侧增设反光地丁，以此提高道路通行的安全系数，保障居民出行安全。7月20日，街道已安排工作人员对减速带进行了打磨减震。特此告知。
道路路灯智慧管理,上海市城市综合管理事务中心,2023-08-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=FF549B001A9D44698DAA6D27C8BFA543,道路路灯智慧管理,2023-07-25,本人反映，上周五下班时间突发暴雨、积水，长宁区中山西路到沪闵路一路上路灯都没有开启，对交通安全造成隐患。本人认为，上海市的路灯管理，除了定时开启和关闭，同时可以考虑增加区域化的光敏控制开关，智慧管理道路路灯，减少交通事故。,2023-08-08,上海市城市综合管理事务中心,首先，非常感谢您对本市道路照明管理工作的关心！对于您反映的信访事项我单位高度重视，认真研究。您反映的情况为“突发暴雨、积水时，长宁区中山西路到沪闵路一路上路灯都没有开启，对交通安全造成隐患，建议上海市的路灯管理，除了定时开启和关闭，可以考虑增加区域化的光敏控制开关，智慧管理道路路灯，减少交通事故。”目前，我市道路照明设施的开关灯时间以《城市道路照明设计标准》（CJJ45-2015，以下简称《标准》）第6.2.1条“应根据所在地区地理位置和季节变化合理确定道路照明的开关灯时间，宜采用根据天空亮度变化进行修正的光控与时空相结合的控制方式”为依据，根据上海市每天日出日落时间制定全年开关灯时间表，执行“日出关灯，日落开灯”的管理，7月21日下午，上海突发暴雨时，长宁区中山西路到沪闵路路灯未开启。结合本市推进碳达峰、碳中和，加快绿色低碳发展的工作要求，我单位正配合上级主管部门会同有关单位研究利用光控系统，对开关灯时间进行合理调节，以进一步优化开关灯时间，特别在恶劣天气情况下，实现“光控+时控”结合的开关灯模式。目前已有部分区域先行试点，后续，我单位将继续配合上级主管部门做好改造工作，力争为市民创造良好的出行及生活环境，构建安全、舒适、智能、绿色的城市照明体系。广大市民的集思广益，是对我们开展工作的有力支持，有助于我们进一步完善工作。再次感谢您对上海市道路照明管理工作的支持和理解。上海市城市综合管理事务中心2023年8月3日
