title,agency,date,links,标题,来信日期,信件内容,回复日期,回复单位,回复内容
办理医疗保险报销,上海立信会计金融学院,2023-12-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=35160544944D4515A563D63E25E61A80,办理医疗保险报销,2023-12-15,我上个月初在学校工会的平安保险工作人员那里办理了医疗保险报销，至今没有动静，我也联系不上那个工作人员。要求学校出面催促公司办理我的医疗保险报销。,2023-12-15,上海立信会计金融学院,胡先生/女士：        您反映的信访事项已受理。经研究，现答复如下：        您反映医疗保险报销的问题。经核实，您的报销现已完成。此外，学校工会的老师已协助您安装平安保险APP，可随时查询报销进度。        感谢您对我们工作的理解支持，请及时对以上处理进行满意度评价。                                                             上海立信会计金融学院                                                                   2023年12月15日
出具在读证明和成绩单,上海立信会计金融学院,2023-12-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=0E69F5EBEBB54CE0BF1C8737B5BCE957,出具在读证明和成绩单,2023-12-15,我需要一份立信会计金融学院的在读证明，以及在读期间所有课程的成绩大表。希望学校相关部门的老师尽快联系我。,2023-12-15,上海立信会计金融学院,谭先生/女士：         您反映的信访事项已受理。经研究，现答复如下：         您要求学校尽快开具在读证明和成绩单。收到您的信访件后，学校教务处工作人员已第一时间联系您，并为您开具您所需的材料。        感谢您对我们工作的理解支持，请及时对以上处理进行满意度评价。                                                               上海立信会计金融学院                                                                       2023年12月15日
图书馆闭馆时间,上海立信会计金融学院,2023-12-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F998C1BDC3D440489FA455A951FE094A,图书馆闭馆时间,2023-12-15,松江校区图书馆没有按照门口牌子上的时间闭馆，我前天在上海立信会计金融学院松江校区的图书馆复习迎考，但是到了晚上，图书馆的管理员在规定的闭馆时间前15分钟就催我离开。,2023-12-15,上海立信会计金融学院,廖先生/女士：         您反映的信访事项已受理。经研究，现答复如下：         您反映学校文翔路校区图书馆未按照规定时间闭馆。图书馆向12月13日部分在岗工作人员核实，未发现您反映的情况。给您造成的不便深感抱歉。今后，图书馆将进一步加强改进工作作风，严格要求工作纪律，提升服务水平。        感谢您对我们工作的理解支持。                                                         上海立信会计金融学院                                                              2023年12月15日
关于教育规划项目推进的咨询,上海市青浦区教育局,2023-12-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=A47AC3DE92054A1BA49B620BFF60A3C0,关于教育规划项目推进的咨询,2023-12-06,本人反映，诸光路两侧规划有公办小学和初中，周边新建小区越来越多，应尽快推进公办小学和初中的建设。本人咨询，诸光路周边教育规划项目的推进情况。,2023-12-15,上海市青浦区教育局,张先生：您好！您来信反映的事项收悉。经了解，诸光路周边区域有多块教育用地规划，我局暂无该区域公办教育规划用地项目建设推进相关信息。您可关注青浦区政府官网或青浦教育官网、公众号发布，了解相关动态。感谢您对我们工作的关心、理解和支持！特此告知。
退费,上海市青浦区市场监督管理局,2023-12-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C9FF9E1AD7164E29AF32C08D9E9EB1B2,退费,2023-12-02,本人反映，由于暑假时买过该店一次368的双次卡，公众号上并写着过期或未使用可到门店退款，于11.16号我去了门店填写了一张退款申请，该工作人员说7个工作日退，到时间我看还未退款。信访人要求尽快退款。,2023-12-15,上海市青浦区市场监督管理局,朱女士：您好！您来信反映的事项收悉。经核实，该店已退款给您。与您电话联系，您表示已收到退费，问题已解决。感谢您对我们工作的关心、理解和支持。
关于加装充电车棚事宜,上海市青浦区华新镇人民政府,2023-12-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=15D69AFB2D3247C3AFDA2AB2BE1BA837,关于加装充电车棚事宜,2023-11-28,本人反映，在小区75号楼后面加装电动自行车充电车棚，改车棚离75楼距离不满2米，车棚安装距离离居民楼太近，有时候电动自行车会发出报警声音，影响居民休息。本人认为，该电动自行车车棚安装位置不符合相关规定。本人要求，拆除该电动自行车充电车棚。,2023-12-15,上海市青浦区华新镇人民政府,徐先生：您好！您来信反映的事项收悉。经了解，该小区75号楼加装电动自行车智能充电桩及遮雨棚在2022年1月17日已征询完毕，同意78票，其中27票(都已短信通知到）未表决视作多数人的意见，反对1票，弃权0票，超过三分之二以上表决，过半数以上同意即为表决通过，且征询结果已公示，并通过短信通知。该充电棚的实施方案都已报备城建中心并现场查看，该项征询意见最终结果符合要求。同时，安装充电桩及雨棚全程按照相关规定进行安装。特此告知。
物业管理,上海市青浦区人民政府夏阳街道办事处,2023-12-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=DE78907330B6423CBF38CA74FD780296,物业管理,2023-11-28,本人反映，我们小区地下车库有储存垃圾，装修装饰等其他杂物的问题存在，导致脏乱差，散发异味，噪音扰民，与物业、居委反映沟通过，但均未解决。本人要求，消除社区居民被困扰问题。,2023-12-15,上海市青浦区人民政府夏阳街道办事处,许女士：您好！您来信反映的事项收悉。经现场核实，地下自行车库的公共区域，消防通道内，干净整洁，无堆物，并不存在垃圾。居委会将督促指导业委会和物业开展地下自行车库日常消防安全、卫生环境的检查及巡查，做好常态管理，确保地下车库安全、整洁。特此告知。
道路排水不畅,上海市闵行区交通委员会,2023-12-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=FFA2DA763FF54157AE22440904E22CD2,道路排水不畅,2023-11-24,"本人反映,中春路在光中路附近大修后排水不畅，非机动车道小雨成潭，大雨成湖。本人认为,及时维修排水管线。本人要求,24年夏季之前修好。",2023-12-15,上海市闵行区交通委员会,"谢同志：关于您反映“中春路在光中路附近大修后排水不畅，非机动车道小雨成潭，大雨成湖,及时维修排水管线,要求24年夏季之前修好”的诉求我委于2023年11月28日受理。中春路（光中路路口附近）非机动车道雨天积水情况基本属实，积水点位主要在中春路东侧非机动车道（光中路路口以北约20米处和以北约100米处）。以上两处积水点积水原因为连管树根严重堵塞导致，养护公司已多次用高压射水疏通车进行疏通，但因树根较多且和沉泥交织粘结在一起无法打通，目前我委设施中心正在实施中春路部分问题雨水管道维修，上述点位将在2024年3月底前完成。在未完成之前我委设施中心已要求养护单位将加强巡视，如遇雨天就及时到场排水，确保积水及时排除。特此告知。	"
排污管修缮问题,上海市闵行区莘庄镇人民政府,2023-12-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=B4FA4CBC675642E184454A43897E151A,排污管修缮问题,2023-11-06,我是莘松四村业主，本小区房屋是94年竣工的老房子，家中排水粪便总管中段有腐坏，楼上排用水就至我家一直陆续不间断的泄漏，至我家里臭味难闻和新粉饰的墙体墙面腐坏，多余脏水的继而沿缝墙泄漏至楼下，也至其屋顶污湿，希望修理。,2023-12-15,上海市闵行区莘庄镇人民政府,黄同志，您好！我镇于2023年11月7日收悉您反映排污管腐烂的事项，现将相关问题答复如下：经了解，该处的公共污水管道因时间久远而腐化后出现了渗水现象。维修管道需要敲开部分墙体露出管道，但因您户敲掉部分墙体做了装饰墙，维修时敲除墙体可能会破坏装饰墙部分。经协调，损坏管道已拆除并更换完毕。特此答复。
桥废弃已久，盼解决方案,上海市闵行区华漕镇人民政府,2023-12-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=66B419BC1674441091B0AE834A2ED7B8,桥废弃已久，盼解决方案,2023-11-16,本人反映上海市闵行区解放岛路桥封闭已久，盼尽快修复。请问解放岛桥的养护，维修计划是怎么样的？解放岛桥有没有组织维修？目前是封路状态。城市道路养护维修作业现场应当设置明显、规范的标志，采取安全措施，请问解放岛路危桥两侧是否设置了明显、规范的标志，采取了安全措施？因建设工程施工、沿街建筑物或者构筑物维修，以及经市或者区、县人民政府批准举办重大活动，确需临时占用城市道路的，向市管处或者区、县市政工程管理部门提出申请。封桥是否提出了申请？申请结果是什么？有无当时的申请材料？临时占用城市道路的期限不得超过三个月。封桥时间已经近一年。建设工程施工需要封路、封桥的，市市政局和市公安交通管理部门应当联合发布封路、封桥通告。请问封桥通告在哪里，是否是市级有关部门发布？最后请问该桥梁之后的规划是什么，是否能适时公布？,2023-12-15,上海市闵行区华漕镇人民政府,孙同志：本机关于2023年11月17日收到区信访办下转件，关于您反映解放岛路桥封闭已久，咨询是否有维修养护计划、封桥公告和申请、后续规划等的事项已收悉，现回复如下：关于您反映解放岛路桥封闭已久，咨询解放岛路桥养护维修计划、封桥申请等事项，根据《上海市交通委员会关于印发的通知》（沪交港【2021】676号）的相关要求，上海中测行工程检测咨询有限公司编制《闵行区华漕镇桥梁技术状况评估报告》，其中解放岛路解放岛桥技术状况综合评定分数为57.3，总体技术状况评定等级为4类。该桥建设年代较久，结构混凝土严重劣化，且有发展的趋势，评估报告提出建议拆除重建。经征询市海事、港航、市堤防处、市执法总队，市相关部门要求对解放岛路桥进行整体拆除包括桥台和水下部分消除安全隐患，并实施防汛墙贯通。关于您咨询解放岛路桥封桥公告和安全措施等事项，根据《上海市交通委员会关于印发》及《闵行区华漕镇桥梁技术状况评估报告》，施工单位已于2023年2月实施封桥并于现场放置施工铭牌和拆桥公告，危桥两端增设全封闭围挡，外围路口增设禁行标志，禁止非机动车、行人通行。拆桥实施期间，落实施工单位加强日常巡查、桥梁老化监测、加固封闭设施、公告、禁行标志、标识明晰，消除安全隐患。您可向市级有关部门咨询相关通告发布情况。关于您咨询解放岛路桥封桥后续规划的事项，经向镇规建办、南虹桥公司了解，你可查询虹桥国际中央商务区综合交通规划（2021-2035）。感谢您对党和政府工作的关心、理解和支持。特此告知。
