title,agency,date,links,标题,来信日期,信件内容,回复日期,回复单位,回复内容
反映施工扰民的问题,光明食品（集团）有限公司,2023-12-07,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D520F3A8071A44FB837919D6BCD3625A,反映施工扰民的问题,2023-11-22,反映**学校施工扰民的问题,2023-12-07,光明食品（集团）有限公司,您好，您反映的事项收悉。经了解，现答复如下：经核实，我司相关学校已约谈施工单位，强调严格按照《中华人民共和国噪声污染防治法》规定的时间要求施工，避免扰民。后续我司相关工作人员将24小时对施工单位进行监管防止扰民现象再次发生。感谢您对我们工作的关心、理解和支持！
关于加大新能源转型力度的建议,上海汽车集团股份有限公司,2023-12-07,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=65D5CD4645814ECF8BECFEF5B4D296F8,关于加大新能源转型力度的建议,2023-11-29,建议**集团加大新能源转型力度，积极拥抱新能源绿色转型发展大势,2023-12-07,上海汽车集团股份有限公司,您好，您反映的事项收悉。经了解，现答复如下：非常感谢您对我们工作的关心，您的建议我们将在工作中予以参考。目前，我司正从传统汽车向电动智能网联升级发展转变，新能源汽车在集团整体销量中的占比逐年上升。感谢您对我们工作的关心、理解和支持！
反映园区出入口存在安全隐患,上海仪电（集团）有限公司,2023-12-07,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=6E47DD2996204DE3B85984B052C0A50E,反映园区出入口存在安全隐患,2023-11-17,反映**园区出入口放置物品影响出行，存在安全隐患的问题,2023-12-07,上海仪电（集团）有限公司,您好！您反映的事项已收悉。经了解，现答复如下：收到您反映的事项后我司物业管理中心立即到现场调查核实，对园区出入口放置的物品进行移除，后续将加装不锈钢护栏并设置反光警示标识，确保出行安全。感谢您对园区安全隐患提出的意见建议。特此告知。
咨询不动产租赁平台网址,上海联合产权交易所,2023-12-07,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=7854D7165FBE4C73832AFEA92816B312,咨询不动产租赁平台网址,2023-11-21,咨询不动产租赁平台详细网址及了解相关条款内容,2023-12-07,上海联合产权交易所,您好！您反映的事项已收悉。经了解，现答复如下：根据《上海市国资委关于进一步完善市国资委监管企业不动产租赁管理工作的实施意见》的相关规定，不动产租赁平台负责为国有企业不动产招租提供信息发布平台、交易平台和服务平台。您可在上海联合产权交易所官方网站“专栏专版”栏目中点击进入“不动产租赁平台”查看相关讯息，详细网址为：https://zlease.suaee.com/。感谢您对我们工作的关心、理解和支持！特此告知。
咨询淞南镇图书馆开放时间,上海市宝山区淞南镇人民政府,2023-12-07,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=BE78352FE22946759251CD18B3B45147,咨询淞南镇图书馆开放时间,2023-11-20,反映淞南镇图书馆处于一直关闭状态。网上仅能查到“装修改造，临时闭馆”的信息，开馆日期不明确，似乎遥遥无期。希望能够公布开馆日期，早日开放。,2023-12-07,上海市宝山区淞南镇人民政府,刘同志：您于2023年11月20日反映咨询镇图书馆开放时间的来信收悉。现将处理情况回复如下：经了解，淞南镇图书馆预计2023年12月开放。感谢您对淞南镇工作的理解和支持。特此告知。上海市宝山区淞南镇人民政府                                              2023年11月23日
建议增加公厕,上海市黄浦区绿化和市容管理局,2023-12-07,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=DF87D13604524F159B005FAE65EA9D03,建议增加公厕,2023-11-28,黄浦区局门路附近有两所中小学，但附近均没有公厕可供家长使用。本人认为接送孩子是很多家长的生活习惯，其中不乏老年人。附近公厕的缺失给很多家长造成了慌张和不便。本人建议增加黄浦区局门路与汝南街路口附近公厕厕所设置，解决老年人及学生家长如厕问题。,2023-12-07,上海市黄浦区绿化和市容管理局,孟某同志：您好！经现场查勘，目前在西凌家宅路1号（距离汝南街小区315米）、瞿溪路870号（距离汝南街小区500米）、瞿溪路1003弄（距离汝南街小区683米）、瞿溪路1071号（距离汝南街小区870米）均有公共厕所，建议您考虑就近用厕。下一步，区绿化市容局将协调各相关委办局按照“统筹规划、改建并重、卫生适用、方便群众”的原则，多渠道增建公厕。待局门路汝南街地块开发建设阶段，我局将向区规划资源部门呼吁，建议结合公厕服务盲区做好该处公共厕所设施新增布点深化，以满足周边的用厕需求。同时，也建议周边沿街商铺、学校等单位免费对外开放单位厕所，并在醒目位置张贴厕所引导标识，更有效的缓解“如厕难”的问题。感谢您对黄浦区绿化和市容管理局工作的关心、理解和支持。上海市黄浦区绿化和市容管理局2023年12月7日
关于城乡居民医保问题,上海市宝山区人民政府张庙街道办事处,2023-12-07,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=4887DB38FC9846298C920FCC187E700A,关于城乡居民医保问题,2023-11-21,反映其女儿在外地上高校，去年只要拿着女儿的社保卡在社区服务中心窗口就能给女儿成功办理城乡居民医保。今年去窗口办理时被告知需要本人身份证，代办人身份证和户口簿。国家许多等级考试报名都在年底，需要用身份证。认为过于繁复，希望能恢复到去年一样，方便百姓办事。,2023-12-07,上海市宝山区人民政府张庙街道办事处,傅同志：您好！您于2023年11月21日反映为女儿办理城乡居民医保的事项收悉。经了解，今年因系统升级，需要提供户口本等信息。就您反映的问题，居民区民政干部已与您沟通解释。另经您本人反馈，您已于2023年11月22日为您女儿成功办理了城乡居民医保。特此告知。上海市宝山区人民政府张庙街道办事处2023年11月24日
路灯不亮,上海市杨浦区人民政府殷行街道办事处,2023-12-07,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=B1E0D37F61AE42E9994C9359D94BF8D0,路灯不亮,2023-11-15,国和一村的路灯有两盏坏了没有及时修理，夜间行走不便，希望尽快修理。,2023-12-07,上海市杨浦区人民政府殷行街道办事处,姜同志：您反映的信访事项已受理。经研究，现答复如下：经殷行街道城建中心核实，接单后，立即派工作人员至现场查看，并安排物业至现场维修更换，目前路灯均已正常。感谢您对我们工作的理解支持。上海市杨浦区人民政府殷行街道办事处2023年11月28日
威尔士健身退款事宜,上海市徐汇区文化和旅游局,2023-12-07,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=6F322C48CBA1468AA2358D724DF00588,威尔士健身退款事宜,2023-11-11,本人反映，威尔士健身诱骗本人于2023/5/27购买健身至尊卡，当时承诺将我原有的卡做全额退款。之后一直无法退款。7月底我向公司以他们销售诱骗缘由提出退至尊卡所有金额。四个月过去了，威尔士客服一直说状态是客服经理审批通过，其他一概不知。本人要求，公司退回全额会员费。,2023-12-07,上海市徐汇区文化和旅游局,方**同志：您反映的信访事项本机关已受理。经研究，现答复如下：您反映威尔士健身诱骗消费者消费，不履行先前承诺。经过核实，您在威尔士星游城店办理会籍卡，会籍卡合同签订时间是2021年3月份。本机关工作人员多次与该店负责人交涉，其反应：您于2021年在威尔士星游城店办理的会籍卡可以正常使用，未发现其他问题，如需退款须按照合同30%违约金提交退款申请，以合同为准。本机关认为，建议您保存好相关收据凭证，可通过司法途径解决退款事项。您可以通过手机端“随申办市民云”APP中搜索“诉讼服务”，再点击“网上立案”，之后上传相关证据。您也可以到徐汇区人民法院（龙漕路128号）提起诉讼，维护自身合法权益。感谢您对本机关工作的关心、理解和支持。上海市徐汇区文化和旅游局2023年12月1日
楼道堆物问题,上海市徐汇区人民政府康健新村街道办事处,2023-12-07,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=A77CA655E780426C95A7E136A9AF157F,楼道堆物问题,2023-12-05,本人反映桂林东街某小区楼道里的堆物非常严重，有很大的安全隐患，希望及时清理。,2023-12-07,上海市徐汇区人民政府康健新村街道办事处,冯**同志：您反映的信访事项已受理。经研究，现答复如下：您反映桂林东街某小区楼道里的堆物非常严重，有很大的安全隐患，希望及时清理。经查，经居委、物业上门与*号楼居民劝说并要求妥处堆物问题，居民表示会尽快清理杂物。若后续仍有居民未及时清理堆物，物业将会协助居民进行处理。感谢您对我们工作的理解支持，请及时对以上处理进行满意度评价。上海市徐汇区人民政府康健新村街道办事处2023年12月6日
