title,agency,date,links,标题,来信日期,信件内容,回复日期,回复单位,回复内容
表扬信,上海市徐汇区卫生健康委员会,2023-12-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=EE55128C70DD4735A50ED8FE6BFAA4C2,表扬信,2023-11-24,上海市卫生健康委员会的领导好！徐汇区大华医院发热门诊的护士XXX非常好，患者每次有疑问，她都会耐心细致做好疏导和解释工作。请管理部门给与表扬。,2023-12-22,上海市徐汇区卫生健康委员会,朱同志：您好！您的信访事项收悉，现答复如下：我委已将您的感谢信转交大华医院。感谢您对大华医院医务人员的肯定和认可。我委于2023年11月24日电话答复您，您已知晓并再次表示感谢。感谢您对徐汇卫生健康的工作的关心、理解和支持。上海市徐汇区卫生健康委员会2023年11月24日
关于工程建设等情况,上海市宝山区住房保障和房屋管理局,2023-12-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=9CDDB485B03740E2ABAFC0CD27016BEF,关于工程建设等情况,2023-11-05,反映宝山区宝莲玖邑项目进度缓慢，要求公布监管账户资金情况、定期公布施工内容和进度、搭建沟通平台。,2023-12-22,上海市宝山区住房保障和房屋管理局,林同志：您于2023年11月5日反映宝莲玖邑项目进度缓慢，要求公布监管账户资金情况、定期公布施工内容和进度、搭建沟通平台等的来信已收悉，现答复如下：该项目合同约定交付时间为2024年12月30日。关于公布监管账户资金事宜，建议您可向开发企业或监管银行申请公开。另关于定期公布施工情况及搭建沟通平台，11月24日，属地吴淞街道已组织业主代表及相关职能部门在工地现场召开业主代表见面会。会上，开发企业承诺将安排专员对接回应业主关切，公布建设计划并定期向业主代表反馈建设进展。后续我局将联合相关职能部门督促开发企业履职作为，尽快完成建设交付。特此回复。上海市宝山区住房保障和房屋管理局          2023年12月4日
关于人行步道照明,上海市宝山区建设和交通委员会,2023-12-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=A213703D2B3A48A3B5F75C0042CC09E4,关于人行步道照明,2023-11-06,反映宝山区月浦镇德都路(四元路)-德都路(安家路)段两侧人行步道夜间不够亮，加上人行道路面不平整，建议增设照明，修整人行步道，便于夜间出行。  ,2023-12-22,上海市宝山区建设和交通委员会,答复意见书代同志：您来信反映月浦镇德都路人行步道相关问题我委已收悉，经调查，现答复如下：关于您所述德都路（四元路-安家路）增设路灯问题，经我委工作人员现场查看后，德都路道路东侧已设置单侧路灯。根据相关条例，单侧已设置路灯的道路，另一侧道路不再安装路灯，由此给您带来的不便，望您理解。关于您所述德都路东侧（四元路-安家路）人行道不平整问题，目前道路人行道全段暂无养护翻修计划。经我委工作人员与您现场核实查看后，确认有一处人行道下沉需要修复，该处人行道目前已完成修复。感谢您对我们工作的关心、理解和支持。特此答复。上海市宝山区交通委员会2023年11月24日
新顾村需增开社区公交巴士,上海市宝山区建设和交通委员会,2023-12-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=998FD0F57AE2463A87E4D2C649FFDDD6,新顾村需增开社区公交巴士,2023-12-07,反映沪联路宝正路这一片区域，公交82路和33路都远离居住的片区，而且等待时间长，建议新顾城增设社区短驳公交，撤销宝山33路及38路，方便居民出行。,2023-12-22,上海市宝山区建设和交通委员会,周同志：您来信要求新顾村增开社区公交巴士的事项，我委已收悉。经调查，现答复如下：公交33路福双路天仁路站点距离上实海上菁英一期约400米，往陆翔路沪联路方向首末班车时间为06:15-19:30，往福双路天仁路方向首末班车时间为06:45-20:00，早高峰约10-15分钟一班，晚高峰约10-20分钟一班；宝山82路往陆翔路沪联路方向有联杨路沪联路站点，位于上实海上菁英二期东侧，往罗溪路祁北路方向首末班车时间为06:00-20:00，往陆翔路沪联路方向首末班车时间为06:20-19:30，早高峰约15-20分钟一班，晚高峰约15-25分钟一班。对于您反映的关于公交等待时间长、晚归没有班次的问题，我们已经向公交公司进行了反映，要求他们做好客流的调查工作，并根据实际情况优化发车班次，以方便居民出行。对于您要求开通社区短驳公交线路及撤销宝山33路和38路的需求，我委后续会进行实地踏勘，根据周边公交站点设施建设及线网等实际情况统筹考虑解决方案。感谢您对我们工作的关心、理解和支持。特此答复。上海市宝山区交通委员会2023年12月20日
关于加强垃圾处理工作的建议,上海市崇明区绿化和市容管理局,2023-12-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D9CA10CCAFED4760ABD3A4520CA068E3,关于加强垃圾处理工作的建议,2023-12-12,崇明世界级生态岛建设需要社会环境整治，党和政府对环境整治和垃圾无害化处理应该同等看待，统一辩证施策。,2023-12-22,上海市崇明区绿化和市容管理局,吴（先生/女士）：您好！您反映的信访事项已收悉。经研究，现答复如下：我局针对各类垃圾均已落实了末端收运处置，包括建筑垃圾、农林废弃物、可回收物等均已委托相应的第三方处置公司实施转运处置。同时要求加大转运频次，增加收运次数，确保各类垃圾的及时清运和处置。后续，我局将督促各乡镇强化环卫作业人员队伍的管理和各个乡镇末端处置设备的维护监管，切实做好环境整治和垃圾清运工作。特此告知。
关于课程退费事宜,上海市崇明区教育局,2023-12-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=1BC40EDA805742E7831DAC2E8A401CFA,关于课程退费事宜,2023-11-15,我于2023年8月4日在上海趴**信息科技有限公司购买一对一特级教师课程，因写作课老师讲述的内容不尽人意，向机构申请退费后，机构又按照599一节课收费，本人对此有异议，要求调处理,2023-12-22,上海市崇明区教育局,王（先生/女士）：您好！您反映的信访事项已收悉。经研究，现答复如下：经查，在我局与区市场监管局协调下，已协调处理好您要求的退费事宜。感谢您对崇明教育的理解与支持。
投诉质量问题,上海市嘉定区建设和管理委员会,2023-12-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=3EC27585E9F3400A87B64F3AE72ED970,投诉质量问题,2023-11-07,本人是新建楼盘的业主，近期业主们受邀参加“预看房活动”，发现该项目远末达到相关预看房文件要求，工地参观期间小区业主发现种种质量问题，其中包括如外墙渗水、全屋漏水、墙体破损，玻璃破碎等等；本人要求，敦促开发商保质保量交房。,2023-12-22,上海市嘉定区建设和管理委员会,王同志：您反映的信访事项已受理。经研究，现答复如下：1.关于预看房前提条件。该项目现场已按设计施工图文件完成施工内容、住宅工程质量分户验收等内容，符合《关于印发〈“业主房屋质量预看房”工作指南〉的通知》（以下简称“预看房工作指南”）规定的预看房前提条件，经嘉定区建筑业监督管理中心批准，于2023年11月1日至5日组织实施预看房活动。2.关于预看房准备情况。该项目现场已具备通水通电条件，空调、新风、地暖已接通。为避免预看房问题集中整改阶段造成燃气灶、油烟机等意外损坏，建设单位计划在预看房问题集中整改后，完成上述设备安装。经核查，建设单位在预看房期间通过在现场设立分户验收材料查看点的方式向购房业主公布分户验收数据的做法与预看房工作指南中应在户内醒目位置公开分户验收数据的要求不相符。为此，嘉定区建筑业监督管理中心向其提出了整改意见，目前该单位已通过主动向购房业主提供电子版分户验收材料的方式完成了这一问题整改。3.关于预看房质量问题。您反映的全屋漏水（系个别户内水管阀门在通水调试过程中未拧紧所致）、零线火线接反、厨房吊柜下掉、玻璃破碎、墙体破损、井盖破损开裂、水表房水表管爆裂等情况属实，建设单位计划完成上述问题整改（含漏水房屋泡水木地板更换，受潮墙面重新油漆）。此外，未发现该项目存在明显外墙渗漏、连廊栏杆高度与施工图纸及相关规范不一致的情况。4.关于购房业主再次看房需求。经沟通协调，建设单位同意有需求的购房业主在该项目完成预看房质量问题整改后，再次进行看房，具体事宜可咨询售楼处工作人员。感谢您对我委工作的理解和支持！上海市嘉定区建设和管理委员会2023年12月5日
希望为毕业生保留学校邮箱,同济大学,2023-12-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=753F089AF21C49C6A5F5F9689358EE3E,希望为毕业生保留学校邮箱,2023-12-13,本人反映：我是一名同济大学即将毕业的学生，最近听已毕业的学长学姐说，学校对学生毕业后会关停邮箱、VPN、统一身份认证等账号。对此，我想提出一些建议。本人认为：学校应该对此类账号予以宽容对待，只对一些需要特别权限的功能进行关闭，保留一些我们能用的功能。这样不仅能够保持与学校的联系，还能增强我们对母校的归属感和自豪感。本人要求：希望学校能够考虑以上建议，对毕业生账号的处理方式进行适当调整和完善，让广大同济校友能够继续享受学校提供的便利和资源。,2023-12-22,同济大学,邱同学：        您反映的信访事项已受理。经研究，现答复如下：        您反映学生毕业后学校会关停学生校内邮箱账号。您认为关闭毕业生邮箱将导致毕业生无法保留原有信息，不利于与学校、师长保持联系。您要求学校为毕业生保留学校邮箱。         经查，根据教育部相关规定和《同济大学电子邮箱管理办法》有关规定，学校将在教职员工离校12个月、学生离校6个月以后，关闭对应的个人学校电子邮箱，注销原邮箱名及别名。同时，将原邮箱名、邮箱别名转至校友邮箱（邮箱后缀由原学校邮箱的@***.edu.cn，转为校友邮箱@alumin.***.edu.cn，原邮箱名、邮箱别名可保持一致）。离校邮箱用户应及时将学校电子邮箱的邮件备份或激活校友邮箱，将邮件转移至校友邮箱。学校将在离校前后向相关邮箱发送告知，并对校友邮箱使用、原有邮箱数据导出步骤进行说明。如有特殊情况，可以拨打学校网络中心值班电话021-65989006申请延期。         因此，学校将严格按照规定关闭毕业生邮箱。毕业离校学生可激活使用学校校友邮箱，将原学校邮箱信息转移至校友邮箱，继续保有原学校邮箱信息，开展学术交流活动，保持与学校、师友们的联系。        感谢您对我们工作的理解、支持。                                                                          同济大学                                                                  2023年12月20日
十四号线进展咨询,上海市交通委员会,2023-12-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=A5216EB591FA4243AFD17BCD6E3CD597,十四号线进展咨询,2023-12-08,本人咨询十四号线已提出数年，一直未有实质性消息公布，什么时间公布具体站点，预计什么时间开建。,2023-12-22,上海市交通委员会,韦同志：您反映的信访事项已受理。经研究，现答复如下：根据《关于本市“十四五”加快推进新城规划建设工作的实施意见》，为支持嘉定新城的发展，规划建设14号线西延伸，目前线路处于前期研究阶段，具体方案与建设时序尚未稳定明确，有关部门将积极推进研究工作。感谢您对上海交通工作的关心、理解和支持。上海市交通委员会2023年12月20日
希望全市推广电动船泊,上海市交通委员会,2023-12-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=81ABB6C23B6A48D0B2BB60D4C883E8D6,希望全市推广电动船泊,2023-12-13,"本人反映,6月1日民生一网通报道了川杨河船舶噪音、黑烟和油污水排放问题。本人认为,全市需要推广电动船泊来解决噪音、黑烟和油污水排放问题。本人要求,全市推广电动船泊。",2023-12-22,上海市交通委员会,季同志：您反映的信访事项已受理。经研究，现答复如下：您反映川杨河船舶噪音、黑烟和油污水排放问题，建议全市推广电动船舶。对于您的建议，我委向您介绍了电动船舶目前的发展现状，同时也告知了电动船舶应用的相关工作。针对川杨河的相关问题，我们与浦东新区相关管理部门取得联系，了解到他们已采取多种措施推进解决相关问题。感谢您对上海交通工作的关心、理解和支持。上海市交通委员会2023年12月20日
