title,agency,date,links,标题,来信日期,信件内容,回复日期,回复单位,回复内容
退押金,上海市普陀区文化和旅游局,2023-11-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F6F7E605D9424EA9BDB596FA85BA6BCC,退押金,2023-10-19,多年以前，我在曹杨路的普陀区图书馆办的借书卡，有押金。后来图书馆搬走了，离我现在的住址很远，由于现在眼睛也不好，不太借书看，想要退卡并退回押金，之前去附近的图书馆退证，却说不能退，还是要跑到普陀区图书馆退卡，还说要提供这个证那个证，这不是为难人吗？希望区长百忙之中抽空听听民声，为何要把退卡的事情搞的那么复杂，现在要如何拿回押金？,2023-11-08,上海市普陀区文化和旅游局,信访事项处理意见书杨同志：您好！您反映的事项已收悉。经研究，现答复如下：收到您的来信后，我局第一时间联系普陀区图书馆了解情况。经核实，根据上海图书馆《办证须知》，读者退证（即终止外借功能）时，可退还押金。普通外借证退办押金，可至初始申办点办理有关手续。参考外借功能需前往上海图书馆办理。退押金时所需证件：本人身份证、押金凭证及读者证，若委托他人代办者须出示代办人身份证。10月19日下午，区图书馆联系您告知相关政策，并请您或委托人带好证件前往大渡河路1800号普陀区图书馆（初始申办点）办理退卡事宜。经了解，您于10月20日上午至区图书馆办理了退卡，并成功退回了押金。感谢您对我们工作的理解与支持。上海市普陀区文化和旅游局2023年10月20日
小区车位问题,上海市普陀区长征镇人民政府,2023-11-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=38F14A1FB3674517904B9D05C61E1F5E,小区车位问题,2023-10-16,本人反映，怒江路某弄小区和某弄小区因为年限比较久，所以小区内车位规划不合理，导致小区居民汽车没有办法做到应停尽停。两个小区之间的主干道因为不是交通要道，一些车主选择将车停在没有停车位的路边，也会招来交警贴罚单。本人认为，可以适当在某弄小区以及某弄小区之间的路合理规划一些车位，解决两小区的车位难题。,2023-11-08,上海市普陀区长征镇人民政府,简复告知书都同志：您好！您于2023年10月16日信访反映的事项收悉。经了解，怒江路某弄和某弄都属于售后公房，两个小区各占地2万平方米，共918户。小区车辆共160辆，目前还有35位业主车辆正登记排队中，车位确实非常紧张。原业委会和居委物业多次进行了商议都未找到适合小区的解决办法。目前由于小区业委会正在换届改选中，待新业委会成立后将会同居委、物业及相关部门进行协商和研究处理，您提出的马路停车问题也将一并研究讨论，相关部门已要求物业加强停车管理，尤其在高峰时段增加保安力量，维持车辆进出次序，减少矛盾产生。特此告知。上海市普陀区长征镇人民政府2023年10月19日
楼盘交付问题,上海市嘉定区建设和管理委员会,2023-11-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=2925D8682C1140EB86D0CC08C0B3EF21,楼盘交付问题,2023-09-19,"本人反映,南翔镇融信海纳印象印象小区，现在房子已经建好，各方面评估也已经通过，三期四期已经通知9月23号可以交房，但是一期二期一直不给消息。",2023-11-08,上海市嘉定区建设和管理委员会,陈同志：您信访反映的事项我委已受理。经研究，现答复如下：目前，本项目已完成全部工程量，正处于综合竣工验收收尾中。接您的信访件以后，我委领导及工作专班已充分了解本项目竣备验收情况与问题，提报区级专班协商，并连续两周多次约谈开发商融嘉公司及总包单位元迅公司，协调督促双方，争取使双方达成一致意见，推进完成竣工备案。截止目前，在我委及区级专班各部门的共同努力下，本项目开发商融嘉公司及总包单位元迅公司已达成一致意见，元迅公司已经承诺全力配合竣备，并于9月22日开始上传竣备验收资料。截至10月10日，已完成竣工备案。特此回复。上海市嘉定区建设和管理委员会2023年10月19日
一再延期交房,上海市嘉定区建设和管理委员会,2023-11-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=1A3521E68FAC4B4DB1C150BB1DE7C444,一再延期交房,2023-09-19,一期业主不能同意第三次延期交付，开发商需尽快完成竣备验收，安排一期先行交付；对于此次一期预看房所发现的问题，开发商需出具整改进度，对于问题需应改尽改，由开发商出具承诺书，政府加以监管；对于项目竣备及交付，请政府帮忙加以推进尽快交付。,2023-11-08,上海市嘉定区建设和管理委员会,张同志：您信访反映的事项已受理。经研究，现答复如下：经核实，我委于9月27日、10月6日两次到项目现场进行抽查，未发现存在结构性、功能性质量缺陷，仅存在部分一般质量问题（第二、第三、第四批次待交付房屋）。结合该项目第一批次待交付房屋的质量问题已经整改到位，而第二、第三、第四批次待交付房屋的一般质量问题。经区级专班讨论决定，建设单位已书面承诺整改完成，随后我委向其发放了《建筑工程综合竣工验收合格通知书》。我委将持续跟踪并督促建设单位履行书面承诺内容，按时完成第二、三、四批次待交付房屋一般质量问题的整改闭合。感谢您对我委工作的理解和支持！上海市嘉定区建设和管理委员会2023年10月19日
关于噪声问题,上海市浦东新区航头镇人民政府,2023-11-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F600EFB934854B66A67AFF80BC0CCD4D,关于噪声问题,2023-10-14,"本人反映，公共场所有人将卡拉OK晚上搬到此处，音乐声音巨大而且嗓音巨难听。本人认为,此行为扰乱公共秩序。本人要求,还居民一个良好的休息环境。",2023-11-08,上海市浦东新区航头镇人民政府,张同志：您反映的信访事项本机关已受理。经研究，现答复如下：您反映公共场所存在唱歌扰民。经查，该公共场所移动唱k点已被清除，文化中心点位已告知属地派出所和城管中队，加强对该地块的管理。感谢您对政府工作的关心、理解和支持。上海市浦东新区航头镇人民政府2023年10月23日
关于停车位问题,上海市浦东新区航头镇人民政府,2023-11-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D85E7E1908424784B441891540190136,关于停车位问题,2023-10-17,本人反映，小区的公用车位被私装地锁和用杂物占用，希望有关部门督促物业加强管理并协助解决。,2023-11-08,上海市浦东新区航头镇人民政府,信访事项处理意见书顾同志：您反映的信访事项已受理。经研究，现答复如下：您反映小区公用车位被私装地锁和用杂物占用。您要求予以解决。经向居委核实，该小区地锁已整改完成，后续已告知物业对小区内私装地锁的情况加强巡查。关于车位内居民堆放杂物的情况，已联系镇房办要求物业对乱堆乱放杂物的情况，加强巡查，发现存在堆放的情况，及时将杂物清走，居委会也会根据相应情况，邀请职能部门进行联合执法，同时对小区内居民加强宣传引导。感谢您对政府工作的关心、理解和支持。上海市浦东新区航头镇人民政府2023年10月23日
关于扰民问题,上海市浦东新区航头镇人民政府,2023-11-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=3AFB8CD8B3764220B6A6DFBE9232E89E,关于扰民问题,2023-10-21,路上每天晚上六点到九点半有人拿着话筒音响唱歌直播，十分扰民，希望能得到有关部门重视。,2023-11-08,上海市浦东新区航头镇人民政府,张同志：您反映的信访事项本机关已受理。经研究，现答复如下：您反映小区附近噪音扰民的情况。经核实，您反映的地块确实存在晚上唱k的情况，该处社区已派驻志愿者及军保辅助力量，现场劝导，针对该区域扰民的情况，后期将研讨联合执法或寻找合适的点位，供居民晚上娱乐。您表示知悉。感谢您对政府工作的关心、理解和支持。上海市浦东新区航头镇人民政府2023年10月25日
关于杂物堆放问题,上海市浦东新区人民政府花木街道办事处,2023-11-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=8CD5DF2F2DA8470B9D2BB9C24A5694AD,关于杂物堆放问题,2023-09-24,"本人反映,小区19号楼天楼顶杂物堆积，电梯也需要清洁。本人认为,这对于居住在这里的老百姓十分不利。本人要求,希望责令有关部门整改，给我们一个美好的家。",2023-11-08,上海市浦东新区人民政府花木街道办事处,谭同志：您好！2023年9月27日，我单位受理您提出的信访事项。您来信反映小区19号楼楼顶杂物堆积，电梯内脏乱，要求物业定期清洁。经调查研究，现答复如下：经协调，关于您反映的楼顶杂物堆积等情况，物业已对相关情况进行了整治清理，今后也将加强巡视保持小区环境整洁。另关于您反映的电梯内部环境的情况，经核实小区因尚有20%未入户，为避免居民入户装修时对电梯桥厢造成损坏，故小区物业在电梯内设置木板加以保护。目前，小区物业对电梯桥厢的清扫频率为每日一次，后续物业会继续督促保洁做好电梯桥厢的清洁工作。谢谢您的来信，并请一如既往关心、关注和支持花木社区工作！上海市浦东新区人民政府花木街道办事处2023年10月13日
七浦路168号兴旺服饰市场的安危,上海市虹口区建设和管理委员会,2023-11-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F49766D922D24E2CBCAFDD49385E6051,七浦路168号兴旺服饰市场的安危,2023-10-30,七浦路168号兴旺服饰市场（以下简称老兴旺）的业主，反映老兴旺旁边由海泰房地产开发公司开发大型的综合性高楼 ，由于该建筑离我们市场距离非常近，我们十分担心会带来地基倾斜、下沉、地下室渗水等安全隐患，这关系到商场里面人员和顾客的生命安危。迫切需要上级领导调查核实，解决问题，希望领导引起重视。,2023-11-08,上海市虹口区建设和管理委员会,张同志：您于2023年10月30日反映的“七浦路168号兴旺服饰市场的安危”事项已收悉，涉及我委事项现告知如下：您反映的项目是虹口区107号地块旧区改造及新建综合开发项目，目前正处于设计方案公示阶段，尚未开始施工。后续进入实施阶段，针对建设工程对周边小区造成的影响，区建管委将要求参建单位在基坑施工前做好应急预案，委托有资质的房屋检测单位对影响范围内房屋开展检测，同时在施工过程中加强监测，根据监测数据，采取切实有效的预防和修缮措施，确保周边房屋安全。感谢您对我们工作的理解和支持。特此告知。上海市虹口区建设和管理委员会2023年11月6日
申诉,上海市虹口区建设和管理委员会,2023-11-08,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=44AF00FACD22474297C8D5AFF4506B2D,申诉,2023-10-30,我是七浦路168号老兴旺服饰市场的业主，反映老兴旺旁边由海泰房地产开发公司开发大型的综合性高楼 ，由于该建筑离我们市场距离非常近，我们十分担心会带来地基倾斜、下沉、地下室渗水等安全隐患，希望领导引起重视。,2023-11-08,上海市虹口区建设和管理委员会,方同志：您于2023年10月30日反映的“虹口区107号地块旧区改造及新建综合开发项目影响七浦路老兴旺商场”事项已收悉，涉及我委事项现告知如下：您反映的项目是虹口区107号地块旧区改造及新建综合开发项目，目前正处于设计方案公示阶段，尚未开始施工。后续进入实施阶段，针对建设工程对周边小区造成的影响，区建管委将要求参建单位在基坑施工前做好应急预案，委托有资质的房屋检测单位对影响范围内房屋开展检测，同时在施工过程中加强监测，根据监测数据，采取切实有效的预防和修缮措施，确保周边房屋安全。感谢您对我们工作的理解和支持。特此告知。上海市虹口区建设和管理委员会2023年11月6日
