title,agency,date,links,标题,来信日期,信件内容,回复日期,回复单位,回复内容
关于小区雨后严重被淹问题,上海市浦东新区高行镇人民政府,2023-07-28,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=81537077A329473385AD60BCB929DE73,关于小区雨后严重被淹问题,2023-06-14,"本人反映,今天（6月14日）下午4时，一场降雨后，XX公寓小区积水严重，小区道路大部淹没，业主反映这是小区进行雨污水改造后，首次出现如此规模的积水，是否这之间存在施工问题造成，应该予以查证后作出公开说明。向居委会反映后未见有任何动作，家门口的事情就是大事。本人要求,请雨污水改造工程的主体单位的政府尽快就此问题进行必要的调查，给小区全体业主一个符合事实的说法。",2023-07-28,上海市浦东新区高行镇人民政府,刘同志：您来信反映的问题已收悉。经了解，现相关职能部门答复如下：为进一步巩固水环境整治成果，落实长效养护，根据《上海市新一轮雨污混接整治工作方案》要求，按照新区统一部署，在全区开展新一轮住宅小区雨污混接整治工作。我镇涉及57个小区，其中包含X小区。X小区建成于2004年，经过排查，该小区地下已有雨水、污水两套排水管道，因此本次改造不涉及主管道，主要针对小区存在建筑南侧污水管道缺失、阳台立管混接、出户管混接、居户私拉乱接及废水直排边沟等问题进行整改。由于本次整改未对地下主管道进行改造，雨水管道排水能力未受影响。近期突发暴雨，小区内出现多处积水的情况，由于短时间内强降雨，造成小区外市政管网水位上升，路面大量积水，导致周边小区雨水无法通过市政管网及时排出而造成小区积水。在该小区出现路面积水情况后，为了及时清除积水，恢复小区道路通行，居委、物业联系了改造施工单位，以帮助物业加强排水。施工单位第一时间安排人员赶到现场，积极帮助小区物业对雨水管道进行检查、疏通，确保管道排水通畅。在市政管网水位下降后，小区积水已正常排出，不再影响居民出行和生活。特此告知。上海市浦东新区高行镇人民政府2023年7月25日
小区楼道积水问题,上海市宝山区顾村镇人民政府,2023-07-28,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=A1155ED426024C1B811E7C1ED1C1B8C8,小区楼道积水问题,2023-07-04,反映菊太路1198弄28号楼地下车库积水问题。											,2023-07-28,上海市宝山区顾村镇人民政府,吴同志：您好！您于2023年7月4日致信反映菊太路1198弄28号楼地下车库积水问题的来信已收悉。经研究，现答复如下：经了解，小区物业公司已将28号楼地下车库漏水情况上报小区业委会，并联系施工单位制作维修方案和预算。后续将征询该自然栋业主意见，通过后将开展维修。我镇相关职能部门已督促小区物业公司做好解释工作，同时将指导业委会合法合规开展专有部分面积业主的意见征询。感谢您对小区物业管理工作的理解和支持。特此回复。上海市宝山区顾村镇人民政府2023年7月19日
反映小区业委会改选工作问题,上海市宝山区顾村镇人民政府,2023-07-28,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E8B041F14A19444382B20F64C77002B7,反映小区业委会改选工作问题,2023-06-28,反映怡园小区业委会改选工作相关问题。											,2023-07-28,上海市宝山区顾村镇人民政府,柯同志：您好！您于2023年6月28日致信反映怡园小区业委会改选工作相关问题的来信已收悉。经研究，现答复如下：经了解，怡园小区经先期公示、公告于2023年4月21日至5月4日开展业委会候选人业主自荐、推荐，并于5月6日对业主自荐、推荐的情况进行开箱统计。根据所张贴的候选人产生办法公告，其中明确由换届改选小组召开座谈会听取业主意见，经汇总后择优确定业主委员会委员候选人名单。业委会换届改选小组于2023年5月30日、6月2日、6月3日、6月4日分别召开了座谈会听取意见。后经业委会换届改选小组讨论确定最终候选人名单。以上程序根据有关法律、法规以及规范性文件执行。感谢您对小区业委会换届选举工作的关注、理解和支持。特此回复。上海市宝山区顾村镇人民政府2023年7月14日
关于小区停车管理不得当问题,上海市浦东新区高桥镇人民政府,2023-07-28,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E90CEAA66AEB4C25997E3A2473CE4C76,关于小区停车管理不得当问题,2023-05-14,本人反映，**小区停车管理不得当，小区固定车位约80个左右，流动车位约8个左右，小区住户约204户业主，有很多固定停车位是占用共有道路停放汽车的车位，且存在很多一户多固定停车位且还有业主在花坛上有固定车位。固定车位占比过多，导致有很多空车位不能停放。本人认为，根据法律规定，业主对建筑物专有部分以外的共有部分，享有权利，承担义务。占用业主共有的道路或者其他场地用于停放汽车的车位，属于业主共有。因此，利用小区原始规划设计停车位之外的区域设置的停车位也应属于业主共用，物业无权设置固定车位仅供某些特定业主使用，否则就侵害了其它业主的权利。本人要求，将共有道路的停车位属于业主共用，改为流动车位，增加流动车位,2023-07-28,上海市浦东新区高桥镇人民政府,周同志：您信访反映的事项，我镇已收悉。现答复如下：经了解，根据相关规定：车辆在小区全体共同部分的停放、收费标准、费用列支和管理等事项，由业主大会决定。该小区由业主大会决定实施固定车位停车，针对您提出的改变停车模式，增加流动车位的意见，需“三位一体”根据小区实际情况讨论并制定相关方案和停车管理办法，同时征询业主大会后确定。感谢您对党委、政府工作的支持和理解。上海市浦东新区高桥镇人民政府2023年7月5日
关于公交站点增设问题,上海市金山区交通委员会,2023-07-28,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D8DCDA9611EC4D8BBB89719AD8AAC66A,关于公交站点增设问题,2023-06-22,反映金水湖社区出行不便，建议调整虹桥7路B线走向，方便金水湖产业新城居民前往虹桥枢纽。,2023-07-28,上海市金山区交通委员会,吴同志：您好，您反映的信访事项我委已受理。经研究，现答复如下：近年来，随着金水湖社区的人口导入(目前5个小区、人口规模1.2万余人），市、区两级交通管理部门通过不断优化调整公交线网布局，方便市民的公共交通出行。2023年4月，新辟了金山206路，方便该区域居民前往张堰、亭林等周边街镇的出行及公交换乘。截止目前，金水湖及周边区域已有7条公交线路始发或途经，包括市通郊线路2条、区内线路2条、社区线路3条，公共交通服务网络得到了很好完善。针对您的建议，市、区相关部门专门作了实地调研。目前金水湖区域内各小区周边均设有公交中途站点设施，小区居民均可就近上车。如前往虹桥枢纽的话，建议通过金山206路一次换乘的方式解决（一是在松金公路胥保路站换乘虹桥枢纽7路、二是在亭卫公路南亭公路站换乘虹桥枢纽8路，均可到达出行目的地）。下一步我们将根据客流情况，适当延长金山206路末班车时间，并优化线路运营班次，方便居民与至虹桥枢纽公交线路的换乘衔接。感谢您对金山交通工作的关心和支持。
反映花坛建筑垃圾问题,上海市宝山区大场镇人民政府,2023-07-28,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=EFFF26C9ACBA4194A72D9BF408BFD1AA,反映花坛建筑垃圾问题,2023-06-20,反映纬地路88弄54号面花坛对面有建筑垃圾乱堆放。认为导致小区脏乱差、蚊虫多。要求尽快清理对面花坛堆物。,2023-07-28,上海市宝山区大场镇人民政府,沈同志：您好！       您于2023年6月20日致信反映清理纬地路88弄54号对面花坛建筑垃圾问题的来信已收悉。经研究，现答复如下：       经了解，该处建筑垃圾已清理，镇房管办已要求物业公司加强管理，及时对堆放的垃圾进行清理。       特此回复。                                                           上海市宝山区大场镇人民政府                                                                       2023年6月29日
居民楼安装电梯征询存在问题,上海市普陀区人民政府宜川路街道办事处,2023-07-28,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=420F6F68EE2045F3A704F02F4D409C5C,居民楼安装电梯征询存在问题,2023-06-18,"本人反映, 居民楼加装电梯征询意见表存在问题，认为此表应属无效。要求居委加梯征询应遵循全程透明化，组织全体业主到场一一确认业主本人签字来进行征询，未达到加梯同意比例，不应启动加梯流程，要求重新审核。",2023-07-28,上海市普陀区人民政府宜川路街道办事处,答复意见书裘同志：您反映的信访事项本机关已受理。经研究，现答复如下：您反映要求前期第一轮征询作废，重新开始透明化征询，未达到加梯同意比例，不应启动加梯流程，要求重新审核。您的来信已收悉。街道高度重视即批请自治办处理。经街道自治办工作人员了解，您反映的楼栋加装电梯事项目前处于居民征询阶段。该楼栋共有21户业主，其中有7户业主明确表示反对，未达到加梯同意比例，暂未启动后续工作。该楼栋的既有多层住宅加装电梯工作由西部集团徐虎加梯工作室作为代建单位，同时负责确认审核具体施工单位的相关资质。根据相关流程，如后续该楼业主就加梯征询达到同意比例后，设计方案将由该楼业主委托施工单位向区规划和自然资源局申报，区规划和自然资源局审核通过后进行公示，街道根据最终公示结果确认后续流程。以上情况，街道自治办工作人员电话联系到您，并告知您相关情况，对您提出的问题进行了答复，你表示知晓。感谢您对宜川信访工作的关心、理解和支持。 上海市普陀区人民政府宜川路街道办事处2023年7月19日
关于s20外环线增加辅道造成附近小区噪音污染问题反馈,上海市浦东新区建设和交通委员会,2023-07-28,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=445D3EE80FC64693A9AF446096F50196,关于s20外环线增加辅道造成附近小区噪音污染问题反馈,2023-06-28,"S20公路扩建 , 希望加装隔音防尘设施最近外环S20公路进行扩宽改造. 本人所在小区紧邻改造路段。在改造之前小区噪音和房屋晃动问题就已存在. 外环S20车流24小时不间断，后半夜也有噪音。小区开发商加装的隔音板因位置和高度原因, 效果很弱, 在4楼以上住户夜间实测噪音都经常达到60分贝以上, 白天更高. 住户完全不敢开窗. 之前提出过加装隔音板诉求, 但是政府以""房屋后于公路修建""为由拒绝安装. 如今公路再次扩建, 希望政府能考虑到小区住户的健康, 加装隔音板。",2023-07-28,上海市浦东新区建设和交通委员会,董同志：2023年6月28日，我委陆续收到你们关于S20（沪南公路-罗山路）改建工程的信访件。现将该信访事项的答复如下：S20（沪南公路-罗山路）改建工程旨在加强外环线南北区域的交通联系，缓解沪南公路的拥堵状况。主要建设内容为新建S20辅道，不涉及S20主线改造。本项目采用低噪声路面来降低新建辅道的噪声影响，项目实施后小区声环境不劣于现状。感谢你们对浦东新区重大工程建设的关心与支持。上海市浦东新区建设和交通委员会2023年6月30日
关于园区道路修缮问题,上海湾区高新技术产业开发区管理委员会,2023-07-28,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=FA1DDF809C9E449F99B571BBCB6E10EA,关于园区道路修缮问题,2023-06-23,反映工业园区道路存在路面破损，要求公示维修计划。,2023-07-28,上海湾区高新技术产业开发区管理委员会,杨同志：您好，您信访反映的事项收悉。经查，相关单位根据园区开发情况、道路破损情况将园区道路逐步纳入维修。2023年上半年园区维修了金展路、林慧路、月工路，下半年计划金水路等路段修补，2024年维修计划尚无。关于您提出的意见建议，相关单位将在今后的工作中予以参考。
关于公交车班次增加问题,上海市金山区交通委员会,2023-07-28,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=2C7F955A49134175BAD68DF8C08CA9F3,关于公交车班次增加问题,2023-07-13,反映金山区亭卫公路恒顺路公交车至莘庄莲花路公交车站工作日早高峰6点至6点30分公交班次太少，由于该站点是高速前倒数第三站，所以高峰时段公交车到此站都已满员，不在此站停靠。建议增加班次，方便市民出行。,2023-07-28,上海市金山区交通委员会,周同志：您好，您信访反映的事项我委已受理。经研究，现答复如下：经核实，7月初，因客流激增，早高峰时段恒顺路站前往莲花路方向确实有部分班次因满载导致候车乘客无法上车的情况。针对该站点乘客上车难问题，公交运营企业已采取相关措施，具体为：从7月5日开始，莲张专线在早高峰时段增加6个班次，莲卫专线增加2个班次，两条线路6:00-6:30期间的发车间隔调整为8分钟左右。经观察，目前运能已基本满足该站点客流需求，乘客滞留情况很少发生。作为行业管理部门，已要求运营企业密切关注客流情况，及时调整发车时间，努力满足乘客出行需求。感谢您对金山交通工作的关心、理解和支持。
