title,agency,date,links,标题,来信日期,信件内容,回复日期,回复单位,回复内容
小区非机动车停车充电收费问题,上海市虹口区人民政府江湾镇街道办事处,2024-01-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=2D7E9DC9BC974B64A9B02135EDC6BAEA,小区非机动车停车充电收费问题,2024-01-09,本人反映居住于金枫里小区，并于2020年4月15日起租用所住楼栋地下1层的非机动车车位，当时的充电包月费用为30元/月（车库入口处有张贴收费标准），于当日一次性付清了本年度的所有费用共计260元。后又于当年7月16日被车库收费员以充电次数频繁为由多收取了100元，您当时对收费标准提出质疑，奈何收费员态度强硬，当时又无其他地方可供充电，故被迫支付了此次费用。当时立即致电物业反映此事，物业调查后未有效解决。要求退还2020年及2021年多收取的非机动车停车费共计220元。,2024-01-22,上海市虹口区人民政府江湾镇街道办事处,陆先生：您于2024年1月10日反映的事项收悉。收件后，街道相关部门工作人员联系了小区物业，物业表示当时小区非机动车包停包月充电为每月30元，车库第三方管理公司曾与您口头协议收费每月40元，缺乏说服力，目前该公司从2024年1月1日后不再为小区提供服务，导致物业多次与该公司负责人进行电话沟通均无果。2024年1月15日经街道相关部门沟通协商，由物业先行垫付220元进行退还。感谢您对我们工作的理解和支持。
小区停车费问题,上海市松江区九亭镇人民政府,2024-01-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=A4C4E0DDD6DC4CB4B1E83B015602B776,小区停车费问题,2024-01-08,本人反映，象屿虹桥悦府，从2019年交付以来，停车费为300元每月，10元每天，小区尚未成立业委会，小区地下停车位也出售给象屿名城的业主，从2024年1月1日开始，物业把停车费涨价，从300元每月，涨到600元每月，临时停车从10元每天涨到40元每天本人认为，该涨价行为不合理，要求处理。,2024-01-22,上海市松江区九亭镇人民政府,信访事项处理意见书王xx先生：您好！经了解，象屿虹桥悦府小区物业与车库产权方经过多次沟通并结合镇相关部门的意见，决定暂缓实行已发布的调价方案，仍按原来车辆收费标准执行。感谢您对党和政府工作的关心、理解和支持。上海市松江区九亭镇人民政府2024年1月12日
关于欠薪问题,上海市崇明区建设和管理委员会,2024-01-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C1BD518EF5664A0480945F0ACA65713F,关于欠薪问题,2023-11-30,本人反映上海崇明四建七建项目拖欠工资。,2024-01-22,上海市崇明区建设和管理委员会,梅（先生/女士）：您好！您反映的信访事项已收悉。经研究，现答复如下：12月14日我委接项目部反馈，期间经与您沟通协商，已达成共识，并分别于12月7日和14日分两次将拖欠您的工资打入您本人银行卡上。随后我委致电您进行回访，您表示工资已经收到。感谢您对崇明区建筑业工作的关心、理解和支持。
驾校退款问题,上海市道路运输管理局,2024-01-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=5C3714F4B93842EAAABAA4E9CE6203CE,驾校退款问题,2023-12-26,本人反映，本人于2021年10月18日在上海派学车处报名学驾照，花费5580元，但是由于工作原因一直没有考试。于23年5月左右申请退款，并且按照派学车要求先去车管所退学，然后把退学证明提交给派学车，派学车说是3周内退款，退款金额为3100。但是截止到现在是23年12月26号，依旧没有退款。过去的几个月，本人偶尔会在派学车官方微信小程序中找客服反馈，但是依旧没有结果，最近几天小程序中的客服功能我经无法使用了，派学车的官方电话始终无人接听。本人认为，派学车的所作所为已经严重影响到了我的工作生活，一是退学费无法全部退还问题，二是一直不退款问题，三是无法联系到派学车官方客服。本人要求，派学车尽快退款。,2024-01-22,上海市道路运输管理局,祝同志：  您好！您关于驾培行业的来信已收悉，经研究，现将处理意见答复如下：  经查，您因与驾校产生退费纠纷而进行投诉。接到您的来信后我们高度重视，第一时间联系驾校沟通协调。经协调，目前您已收到退款。  感谢您对本市道路运输行业的关心和支持。                                              上海市道路运输管理局                                                    2024年1月10日
关于把退休证纳入电子证照范围的建议,上海市人力资源和社会保障局,2024-01-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=5C0BFBCBB7724E14B7DA591102FF9721,关于把退休证纳入电子证照范围的建议,2023-11-28,本人建议把退休证纳入电子证照范围，这样便于市民办理生活事务，比如签证、旅游门票、使用交通工具时优惠等。,2024-01-22,上海市人力资源和社会保障局,柴同志：      您好！您至上海市委市府信访办的网信已转本中心收悉，现答复如下：      您可在随申办首页搜索“养老金领取电子证照”，根据个人待遇类型申请对应的电子证照。申请成功后进入“我的”―“我的证件”栏目添加“养老金领取证”电子证照查询和使用。      同时，感谢您对社保工作提出的宝贵建议！       此复。
反映爱博家园小区出行问题,上海市道路运输管理局,2024-01-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=20D7DF902E2847A49304F067B5D4CF52,反映爱博家园小区出行问题,2023-12-21,"本人反映,家住闵行区爱博家园的居民坐公交出行至徐泾东国家会展中心不方便。本人认为,爱博家园附近公交线路设置存在一些问题，此地青浦与闵行之间交接处存在很多道路断头和两方都不建设的中间断烂路阻碍机动车和非机动车通行问题。本人要求,公交197路华翔路段改线至申滨路转天山西路行驶，1512终点站延伸至爱博家园，天山西路(涞清路至纪翟路段)能拓宽桥面以使其畅通，盈港路至华翔路能通行非机动车。",2024-01-22,上海市道路运输管理局,朱同志：  您好！您关于公交行业的来信已收悉，经研究，现将处理意见答复如下：  根据本市公交线网优化调整相关规定，本市公交线路走向调整和站点迁移，需纳入公交线路线网调整计划，通过前期调研、市、区交通管理部门等相关部门会商、网上公示征询意见等流程，最终确定优化方案并实施。  您的建议我们将留作参考，在后续线网优化工作中，根据客流、道路交通组织、道路条件等情况作统筹考虑。关于您建议路面交通组织等事宜，建议您向交警部门反映。  感谢您对本市道路运输行业的理解和支持。                                   上海市道路运输管理局                                              2024年1月5日
关于奉贤巴士途径高速公路线路安全带质量的问题,上海市道路运输管理局,2024-01-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=10FB7E9400CA4269B11847D5DEE20CBF,关于奉贤巴士途径高速公路线路安全带质量的问题,2023-12-14,"本人反映,奉贤巴士途经高速的（莘南高速线、南梅线、虹桥枢纽5路B线）公交线路配车上的安全带都有缠绕打结，或无法锁定等问题，就算可以正常系上，但如车辆出现急刹车也无法锁紧，这都是潜在的安全隐患。其中途经高速的线路（891路、莘南专线）甚至没有配备安全带，存在极大的安全隐患 。本人认为,按照国家对于《中华人民共和国道路交通安全法实施条例》相关法律规定和《上海市公共汽车和电车乘车规则》中的（第五条 乘客上车后应当注意乘车安全。乘客乘车时应当做好自我保护，坐稳、站稳和扶牢，自行妥善保管携带物品。待车辆停稳后，乘客依次先下后上。乘客乘坐高速公路线路时，应当规范佩戴安全带。）其中就有明确规定乘坐高速线路时应当佩戴安全带，安全带未配备或存在故障无法使用都是极大的安全隐患，无法保障乘车乘客的安全。 本人要求,请奉贤巴士按照国家有关法律法规配备安全带，以及对有损坏的安全带及时更换修理，以保障每一位乘车乘客的安全。",2024-01-22,上海市道路运输管理局,尹同志：  您好！您关于公交行业的来信已收悉。经研究，答复意见如下：  根据您反映的情况，管理部门已要求奉贤巴士公司认真开展自查自纠，严格遵守《上海市公共汽车和电车客运服务规范》，对途径高速公路的线路营运车辆做好安全带配置工作，确保营运安全。同时要求该公司公交驾驶员细化安全带检查流程，强化一程一检力度，若有损坏及时报修，确保设施完好。  感谢您对本市道路运输行业的关心和支持。                                 上海市道路运输管理局                                      2023年12月28日
投诉浦东机场黑车司机绕路，车费翻一番,上海市交通委员会执法总队,2024-01-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=7CFDB69AADD74C9B886A314257FEE6C6,投诉浦东机场黑车司机绕路，车费翻一番,2024-01-04,本人反映，本人于2024年1月1日从沈阳返回上海浦东机场，乘坐沪A****出租车，到达南曹路1117弄，全程20km左右，正常打车费用80元左右，但是司机以路途过近为由，绕路开了31km，全程路费151元，变相增加路费。本人认为，这种行为是可耻的，也是有损上海形象的，同时增加了我的行程负担。本人要求，请相关部门核查，我这边保留发票及付款记录，请责任赔偿及道歉，请相关部门协助处理，感谢！,2024-01-22,上海市交通委员会执法总队,周同志：您好！您反映2024年1月1日在浦东机场乘坐出租车，司机绕路导致车费翻一番，希望管理部门协助处理，要求出租车公司责任赔偿及道歉的信访事项已受理。经研究，现答复如下：2024年1月8日，市交通委执法总队收到您来信所反映的情况后高度重视，第一时间委派我直属大队调查处理。我直属大队收悉后，立即为您联系有关出租车公司核实处理，经核实，您反映的情况基本属实，公司退还您全额车费。2024年1月10日，市交通委执法总队电话与您联系，对您进行电话回访，您表示认可。感谢您对本市交通执法工作的关心、理解和支持。上海市交通委员会执法总队2024年1月11日
上海大众驾校教练欺诈学员及拒绝履行合同义务,上海市道路运输管理局,2024-01-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=95CC386AF4EE4B7095ABE317A176BBD6,上海大众驾校教练欺诈学员及拒绝履行合同义务,2023-12-22,本人反映，2022年2月26日和上海大众驾驶员培训有限公司签署驾驶员培训合同。合同中明确承诺1、除约定的5000元培训费无任何杂费；2.约定合同签订先付2500元学费，考科目三时再支付2000元，考科目四支付500元尾款；3.不限学时车接车送。然而以上三点全部违反且没有做到，体现在：1.考科目二时额外收取650元机器费及模拟费，听其他学员反馈后续科三时还有其他收费；2.科目二考试前以练车次数太多为由催促交尾款否则不予安排练车，本着相信驾校平台的心态本人无奈交清尾款；3.交清尾款后以各种理由不提供承诺的车接送服务。即便如此本人都还可以忍受，然而现在教练员竟然拒绝提供科三的培训服务，这是我最基本的合理权益。本人认为驾校及其教练侵害了本人的合法权益，以上行为已构成欺诈。本人不想再与该教练员产生任何联系，要求驾校及教练退还截止科目二之后全部费用。,2024-01-22,上海市道路运输管理局,陈同志：  您好！您关于驾校行业的来信已收悉，经研究，现将处理意见答复如下：  经查，您因对教练教学态度不满而进行投诉。接到您的来信后我们高度重视，第一时间联系驾校沟通核实。目前，双方达成共识，为您更换教练继续带教。  感谢您对本市道路运输行业的关心和支持。                                                    上海市道路运输管理局                                                             2024年1月8日
关于效率问题,上海市浦东新区人力资源和社会保障局,2024-01-19,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=65EB783FCD0745E090EC5381EB866B4F,关于效率问题,2023-11-10,"本人反映,企业拖欠工资已提起仲裁 盼提高办事效率本人要求,期待办事效率提高",2024-01-19,上海市浦东新区人力资源和社会保障局,翟同志：您反映的信访事项本机关已受理。经研究，现答复如下：浦东人社局工作人员已于近期电话联系您，您反映提高办事效率的问题已解决，已收到开庭通知。您对处理结果表示满意。感谢您对我们工作的关心、理解和支持。上海市浦东新区人力资源和社会保障局2023年12月21日
