title,agency,date,links,标题,来信日期,信件内容,回复日期,回复单位,回复内容
修建适宜道路,上海市奉贤区奉城镇人民政府,2024-02-01,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=832833A169F442D4A3A92D8B021C99A3,修建适宜道路,2024-01-21,本人反映，上海市奉贤奉城洪庙洪北村*号场地前5米外道路拆除不干净，未修建适宜路人通行道路。本人建议，拆除违规的水泥，修建适宜道路。,2024-02-01,上海市奉贤区奉城镇人民政府,刘先生：您提出的信访事项收悉。已将您提出的建议意见转告奉城镇洪北村，经洪北村村委会与您沟通，村委会同意为您修复道路。目前村委会已完成修复道路的浇筑工作。感谢您对政府工作的支持、关心与理解！上海市奉贤区奉城镇人民政府
反映欠薪问题,上海市松江区人力资源和社会保障局,2024-02-01,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=35DE4378BD2347FD9B8372024AFDAD01,反映欠薪问题,2024-01-11,"本人反映,上海圣逸信息科技有限公司，自2023年7月起，欠员工薪水六个多月。本人要求,希望公司尽快发放六个月的工资。",2024-02-01,上海市松江区人力资源和社会保障局,王**女士：您反映的信访事项本机关已受理。经研究，现答复如下：经松江区人力资源和社会保障局执法大队调解，上海圣逸信息科技有限公司已于2024年1月17日支付您2023年7月至12月的工资。感谢您对我们工作的关心、理解和支持。上海市松江区人力资源和社会保障局2024年1月23日
感谢新桥镇落实“五一四联”工作法 就地化解违建引发的社区矛盾,上海市松江区新桥镇人民政府,2024-02-01,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F7930F1FB9AD4C76BC9A9CC8907EE7FE,感谢新桥镇落实“五一四联”工作法 就地化解违建引发的社区矛盾,2024-01-14,本人衷心感谢区、镇领导，并要求对秉公处理雅阁花园违建案的相关人员进行表彰。同时请求区、镇领导导督导有关部门一如既往严治违建，彻底就地化解因本案引发的社区矛盾，真正做到案结事了，防止违建人不吸取教训死灰复燃、继续以身试法。,2024-02-01,上海市松江区新桥镇人民政府,告知书李**先生：感谢您的表扬，我们将在今后的工作中再接再厉，继续履行好岗位职责。再次感谢您对我镇工作的支持、关注与理解。此复。上海市松江区新桥镇人民政府2024年1月19日
新桥镇新中街路面破旧,上海市松江区新桥镇人民政府,2024-02-01,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=019C576274114F6DBF6E4F35F08BFE04,新桥镇新中街路面破旧,2023-12-26,本人反映新中街路面破旧，建议维修。,2024-02-01,上海市松江区新桥镇人民政府,信访事项处理意见书李先生：您反映的信访事项本机关已受理。经研究，现答复如下：经了解，镇相关部门已至现场查看，该区域路况基本完好，针对部分路面损坏的情况，已安排施工队伍进行维修，确保道路平整。感谢您对我镇工作的理解、支持、关注。上海市松江区新桥镇人民政府2024年1月31日
兼职被收取的押金不退还,上海市松江区人力资源和社会保障局,2024-02-01,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=BF512192BF4C4C7D886B7C08E46B71D1,兼职被收取的押金不退还,2024-01-17,本人反映，在上海市松江区涞亭北路441号做兼职，兼职结束后雇主拒绝退还2000元押金，求处。,2024-02-01,上海市松江区人力资源和社会保障局,信访事项处理意见书冯**先生：您反映的押金未退还的信访事项。我们于2024年1月17日受理，并发出受理告知书。经松江区九里亭街道社区事务受理服务中心核实，上海城市货运服务中心负责人表示，您与公司签订的合同为车辆使用协议，2000元为车辆保证金。经调解，你们双方协商一致，公司已于2024年1月17日退还押金1500元，您表示已收到，且无异议。感谢您对我们工作的关心、理解和支持。上海市松江区人力资源和社会保障局2024年1月22日
大修对生活产生严重影响,上海南房(集团)有限公司,2024-02-01,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=EA77FA69773E43678BD3A68B9A0294DA,大修对生活产生严重影响,2023-11-23,本人居住牌楼路小区已有20余年，自从年初开始，小区开始大修，下半年更是进行下水管道施工。在不考虑房屋管子情况下贸然施工，导致我家一楼的排污管道下沉，马桶需要用水盆接水才能勉强冲下去。负责此项目的施工单位，实施单位和设计单位均表示不是他们的问题，一年下来，大修扰民，已经让我们身心疲惫。现在又带来严重影响，感觉无助，希望帮我们老百姓解决问题，谢谢,2024-02-01,上海南房(集团)有限公司,赵先生：您好！经查，黄浦区大林路等屋面及相关设施改造项目由上海外经贸工程有限公司负责施工作业。接信后，南房物业工作人员与上海外经贸工程有限公司取得联系，于2023年11月29日安排人员上门实地勘查并予以基本处置，但排故效果不甚理想。后又多次安排人员上门排故，2023年12月22日排故完毕，排水效果达到了您的认可。2023年12月25日，上海外经贸工程有限公司与您就马桶堵塞问题解决达成一致意见。特此告知。上海南房(集团)有限公司2024年1月4日
山东游客求助，上海中心刻字纪念币遗留橙色出租车寻求找回,上海市公安局黄浦分局,2024-02-01,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=0C49678B39E1469BB4FC3F412F8D1D50,山东游客求助，上海中心刻字纪念币遗留橙色出租车寻求找回,2024-01-02,2023.12.30晚9点左右从上海中心西门乘坐橙色出租车去福佑路豫园停车场，司机没有送达目的地，估计是不知道该地方，我一个女士和一个五岁的孩子下车了。9点20分想起上海中心纪念币遗忘在车租车上。然后就拨打12345寻求帮助，告知联系派出所查一下车牌号，几经周折都没有找到车牌号。联系黄浦派出所，工作人员态度很好，让我不要着急，要当面给我办理，可是我已经不在豫园他们管辖的范围了。所以写信求助一下区长信箱，希望能得到帮助，解决外地游客的一块心病。谢谢,2024-02-01,上海市公安局黄浦分局,辛女士：您好！经调查，分局豫园派出所民警及时核查到您当时乘坐的出租车司机，称确实有乘客将纪念币遗忘在其车上，民警已通过快递形式将纪念币送达给您。您写来的感谢信已收到，这也将成为我们继续为民解决急难的动力。上海市公安局黄浦分局2024年1月10日
关于堵塞问题,上海市浦东新区人民政府塘桥街道办事处,2024-01-31,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=8C096FFADE9E4789A71BA47F87E13A9F,关于堵塞问题,2023-12-02,本人反映，家中卫生间抽水马桶下水道阻塞，疏通必须103室房东配合。转眼春节将至，恳请领导们在百忙之中关心一下此事，让居民们能过上一个安心、放心的新春佳节。,2024-01-31,上海市浦东新区人民政府塘桥街道办事处,信访事项处理意见书杨先生：您反映的家中卫生间抽水马桶下水道阻塞，经沟通和协调该事项目前已经维修完毕。感谢您对政府工作的理解、支持、关注。上海市浦东新区人民政府塘桥街道办事处2024年1月24日
关于委托代理养老金代领,上海市静安区人民政府临汾街道办事处,2024-01-31,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=3BD101A4C9B340C982D9AF435271A7E5,关于委托代理养老金代领,2024-01-08,本人反映于静安区临汾路街道社区事务受理服务中心，委托代为办理养老金账户销户并且退费事宜，但是被告知必须提供本人账户。本人要求尽快解决。,2024-01-31,上海市静安区人民政府临汾街道办事处,居民同志：您好！您所提的信访事项收悉。我单位及时与您联系，听取您的意见。街道社区事务受理服务中心已受理您申办事项，告知申请办理步骤。另经沟通协调，现您反映的问题已经得到解决。感谢您对我们工作的关心、理解和支持！
出租车不刷公交卡，到底谁来管？,上海市道路运输管理局,2024-01-30,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=2AA1FD0E81F84F479C60CD31DAFD329D,出租车不刷公交卡，到底谁来管？,2023-12-28,我于2023年12月13日晚上21:11，在浦东机场2号航站楼出来后，到机场出租车点坐出租车，于21:53到达徐汇公寓，我结账用交通卡付款时，司机拒绝，说卡机坏了。我只能用现金支付车款，金额为174元。我于12月18日打出租车票上的监督电话68120510投诉，接线员简单询问了出租车票上的车号和车证信息，给我退一个起步费。其他不处理。12月28日下午15:15，一位男生代表主管部门联系我，说经过查证，司机的确是计价器坏了，有维修发票和维修记录，因此按照规定只能退起步费。本人要求，（1）退赔打车费用；（2）司机道歉；（3）英吉出租车公司和监督电话客服整改，确保以后所有出租车都正常刷交通卡。,2024-01-30,上海市道路运输管理局,王同志：  您好！您关于出租行业的来信已收悉，经研究，现将处理意见答复如下：  经核实，驾驶员在结算车费前已进行刷交通卡结算费用的行为，由于该车辆读卡器故障，故未能成功通过交通卡支付结算车费。  根据您反映的情况，管理部门及时与企业反馈核实情况。经了解，企业已提供读卡器维修记录，证明机器故障。  根据上海市巡游出租汽车《乘客须知》相关规定，退还您本次车费的起步价，您对此表示认可。  感谢您对本市道路运输行业的关心和支持。                                上海市道路运输管理局                                     2024年1月11日
