title,agency,date,links,标题,来信日期,信件内容,回复日期,回复单位,回复内容
查询社保缴费记录,上海市人力资源和社会保障局,2023-10-22,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=90E042EC334440709458BCB2D698D595,查询社保缴费记录,2023-09-26,本人不在上海，希望可以查询到以前在上海的社保缴费记录。,2023-10-22,上海市人力资源和社会保障局,王同志：    您好！您致市委市府信访办的信件已转上海市社会保险事业管理中心浦东分中心收悉。现答复如下：    参保个人因特殊情况需要社保缴费记录，可向社保中心提出申请，审批同意后将手工出具相关的社保缴费证明。    经电话与您联系，您表示已经获得了社保缴费记录。    特此回复。
停车难问题,上海市闵行区浦江镇人民政府,2023-10-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=3914C303F5FD4CB3B28C7C113B107411,停车难问题,2023-08-10,"本人反映盐铁路目前是村民停放车辆的主要道路，最近越来越多的大卡车大巴车停放在这条路上，往西还有很多僵尸车，也没见动过，村里本就路小，根本停不到自家场地上，南面浦星公路入口进来也停不了几辆车，几乎是被占满的。本人认为,像其它村一样装上道闸可以减轻乱停车问题，拓宽浦星公路进入的水泥路。本人要求,尽快给出解决方案。",2023-10-20,上海市闵行区浦江镇人民政府,张同志：          您来信反映盐铁路目前为村民停放车辆的主要道路，最近越来越多的大卡车大巴车停放在这条路上，造成村民停车难的事宜收悉，现答复如下：          经了解，村民委员会于2023年5月召开村民代表大会表决同意实施智慧停车管理，计划于8月上旬启动道闸现场勘察排摸和施工工作，预计到2023年年底完成全村域道闸安装和运行，安装完成后对本村村民车辆免费，对外来车辆进行收费，届时会减少外来车辆的停放，解决村民停车难的问题。          特此答复。
道路修建养护建议,上海市闵行区浦江镇人民政府,2023-10-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=E140761DE7FB409EBCCE4310A068D5D7,道路修建养护建议,2023-09-11,"本人反映1、浦江镇东佳路链接村内路段严重损换，无人管制；2、在同一个出入口设立了3个收费杆；3、道路旁，杂草丛生，影响来往司机视野。希望政府对每条道路修建养护引起重视，不要因为不是主干道而无人问津，任由其损换。本人要求,对此道路进行维修养护，保证对此条道路有来往需求的浦江镇居民出行通畅及安全。",2023-10-20,上海市闵行区浦江镇人民政府,陆同志：          您反映浦江镇东佳路通往村内的路段损坏等事宜已收悉，现回复如下：          经了解，关于您反映道路问题的情况，该处路段为农田机耕路。          您反映同一个出入口设立了3个收费杆的事宜，该处位于村与村的交界，因各村停车方案略有不同，故根据各村停车方案所设立收费杆，一个村设立两个收费杆，另一个村设立一个收费杆。          另您反映道路旁杂草丛生，影响司机视野的事宜，机耕路两侧杂草为香根草，农村合作社根据农业部门减少农药、绿色生态种植要求，用于防治水稻螟虫等虫害所种植，每年计划在水稻收割后修剪。          特此告知。
要求消防整改规范,上海市闵行区浦江镇人民政府,2023-10-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=8E221D0616954ABDA2DB0C877DF2C3C5,要求消防整改规范,2023-09-13,本人反映，立跃路519号社区，消防设施缺失。本人入住该公寓，房间数量自行估计有300多套，但是入住后并没有在过道，以及房间内发现灭火器材等消防设施，然而那么多房间，而且很大一部分租户都是在房间内吸烟的状态。本人要求，该公寓把消防这块整改到位，保障租户的生命安全。,2023-10-20,上海市闵行区浦江镇人民政府,宣同志：          您反映立跃路519号社区消防设施缺失，希望相关部门督促整改的事宜已收悉，现回复如下：          经了解，我镇安全生产监督管理所已督促公寓方尽快采购消防器材，按照消防要求在公共区域摆放消防设备。          特此告知。
医保,上海市医疗保障局,2023-10-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F5CEC5F239944A349DDED2126AFB6371,医保,2023-10-12,完善医保异地药店使用功能 ，现在全国大部分地区都可以异地药店刷医保，上海作为一线城市还没有开通该功能，实在是太落后了,2023-10-20,上海市医疗保障局,同志：您所提的建议本机关已受理。经研究，现答复如下：目前本市正在开展基本医疗保险跨省异地购药直接结算试点工作，上海参保人赴异地购药的，限吴江、嘉善两地内已开通试点的药店。市医保中心根据试点情况，逐步将试点机构范围扩大至全市所有与经办机构签订医保服务协议、满足信息系统改造技术要求的定点零售药店，并同步实现本市参保人在全国所有异地定点联网零售药店购药直接结算。感谢您对本市医保工作的关心、理解和支持。上海市医疗保障局2023年10月18日
投诉弄虚作假单位,上海市黄浦区人民政府半淞园路街道办事处,2023-10-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=A9C8F357E87E4EB4B0F9ED2291FC1FAA,投诉弄虚作假单位,2023-10-12,求助拆除楼道私接电线飞线充电。,2023-10-20,上海市黄浦区人民政府半淞园路街道办事处,吴某某同志：您好！经查，10月13日，街道信访办致电向您了解飞线的具体位置和情况，根据您的描述，街道已给予相应的解决处理方案，即由居委、物业上门查实情况，劝诫居民并拆除飞线。经了解，10月14日、15日两天，根据您提供的照片和对楼层排查，物业已将该飞线拆除。特此告知。上海市黄浦区人民政府半淞园路街道办事处2023年10月16日
关于学校问题,上海市浦东新区教育局,2023-10-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F5F66470B4924FF0999BD34A7AEFEB6E,关于学校问题,2023-09-05,本人反映：对口初中办学质量有待提升，希望有关部门能重视学校发展、加大集团优质教学资源投入、为孩子提供家门口优质的教育资源而努力。,2023-10-20,上海市浦东新区教育局,王同志：您反映的信访事项本机关已受理。现答复如下：您来信建议学校办学的问题。浦东新区积极推进学区化集团化办学、新优质学校集群发展、初中强校工程、城乡学校互助成长等举措，努力办好每一所家门口的学校，促进区域义务教育优质均衡发展。新区教育局高度重视该中学的发展，已将该中学加入教育集团，通过促进该中学与集团内优质资源紧密共享，推动学校实现更高水平的发展。学校将进一步健全家长、社区参与办学的有效机制，合理吸纳各方的建议和诉求，有效改进学校办学。您的建议将留作参考，感谢您对浦东教育工作的关心、理解和支持。此复。上海市浦东新区教育局2023年9月21日
咨询开发商的信息,上海市嘉定区住房保障和房屋管理局,2023-10-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F94AEED0B86840F39FB4597509E7782E,咨询开发商的信息,2023-10-08,想要了解启宁路456弄金成府小区的开发商信息，不知道应该问哪个相关部门，是区建委还是住建委？,2023-10-20,上海市嘉定区住房保障和房屋管理局,杨同志：您好！您于2023年10月8日信访反映的事项收悉。您询问的徐行镇启宁路456弄金成府小区开发企业是上海金隅京成房地产开发有限公司，于2021年4月22日交付。特此告知。上海市嘉定区住房保障和房屋管理局2023年10月13日
关于加强碧桂园在建楼盘资金监管账户的监督,上海市嘉定区住房保障和房屋管理局,2023-10-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=8C210129756847748F981D3FD33FC2EC,关于加强碧桂园在建楼盘资金监管账户的监督,2023-10-11,本人反馈：碧桂园债务暴雷，存在挪用监管账户资金的可能，本人认为：为了保障业主合法权益，政府应促使碧桂园提高信息透明度，定期公布项目进度、资金使用情况等信息。使业主们能及时了解项目进展，消除疑虑。本人要求：政府加强对碧桂园柏悦翔湾的资金监管力度，确保公司按照合同约定如期、保质保量交付房屋。,2023-10-20,上海市嘉定区住房保障和房屋管理局,魏同志：您好！您于2023年10月11日信访反映的事项收悉。经核实，碧桂园项目预售监管资金由嘉定建行负责监管并严格审核工程款支出，对于工程款付款申请，均在公司提供发票后予以付款。根据测算，剩余资金可足额支付该项目剩余工程款和税款，嘉定建行将继续做好资金监管工作！特此告知。上海市嘉定区住房保障和房屋管理局2023年10月13日
新房交付及问题整改,上海市嘉定区住房保障和房屋管理局,2023-10-20,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=342D13DFE0474F12B90F5344146A06AA,新房交付及问题整改,2023-09-20,本人反映，一期业主不能同意第三次延期交付，开发商需尽快完成竣备验收，安排交付；对于此次预看房所发现的问题，开发商需出具整改进度，由开发商出具承诺书（包括预看房整改进度，竣备进度，交付日期），希望政府加以监管；也请政府帮忙加以推进尽快交付。,2023-10-20,上海市嘉定区住房保障和房屋管理局,丁同志：您好！您于2023年9月20日信访反映的事项收悉。经了解，该项目目前监管账户余额均可以用于并覆盖项目建设交付需要，区房管局始终秉承“保交付”的原则，在项目资金问题上同购房业主保持信息畅通和对称，不存在敷衍了事，弄虚作假的问题，后续将会同工作专班、监管银行和开发企业继续严格按照监管要求，履行监管责任，并采取有力举措，确保项目资金安全可控。同时该项目的竣备为申请交付使用许可的必要前提条件，施工过程、进度、质量及预看房的监管均由建设主管部门负责，相关问题继续由区建管委督促指导开发商进行相应整改。待竣备后，我局将按照上海市新建住宅交付使用许可规定相关要求办理核发交付使用证。特此告知。上海市嘉定区住房保障和房屋管理局2023年9月20日
