title,agency,date,links,标题,来信日期,信件内容,回复日期,回复单位,回复内容
积分办理,上海市人力资源和社会保障局,2023-10-27,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=AB00FDDC1EF34A2490A4375E33A48288,积分办理,2023-10-25,本人工作的公司注册地在外地，但工作地点在上海，想要问下如何办理居住证积分。,2023-10-27,上海市人力资源和社会保障局,侯同志：    您好！您反映的事项已收悉。现告知如下：    根据《上海市居住证积分管理办法》（沪府规〔2022〕21号）第十三条规定，持证人需要申请积分的，可通过互联网登录上海市居住证积分管理信息系统，进行网上模拟估分。达到标准分值的，向用人单位提出申请，委托用人单位向注册地区人才服务中心申请积分。    根据《积分申请用人单位注册登记须知》告知：在本市行政区域内注册、正常经营且依法纳税的用人单位，适用居住证积分政策。    建议您按照《上海市居住证积分》政策规定和办事指南，由用人单位向单位注册所在地的区人才服务中心申报。    特此告知。
社保问题,上海市人力资源和社会保障局,2023-10-27,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=02203C27A4264E7DAB6901EDE764C3D9,社保问题,2023-09-04,本人反映，本人先后在广州市******有限公司上海分公司与上海******有限公司工作，公司方声称广州市******有限公司上海分公司与上海******有限公司没有承接关系。在徐汇区社保中心，两位稽核员认真负责地完成了两次调查笔录，表示感谢。希望政府部门确认劳动者与公司的劳动关系，解决社保补交问题。,2023-10-27,上海市人力资源和社会保障局,邱同志：    您好！您致市委市府信访办的来信现已转至本单位收悉。现就您来信反映的问题答复如下：    关于您来信反映广州市******有限公司上海分公司未按规定为您缴纳社会保险费一事，上海市社会保险事业管理中心徐汇分中心按规定进行了立案核查，并已处理完毕，广州市******有限公司上海分公司已为您办理了申报补足2011年8月至2021年1月社会保险费的手续。    此复。
关于近期北京东路山东北路深夜连续施工影响居民休息的建议,上海市黄浦区建设和管理委员会,2023-10-27,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=BDB7B944A2AA4E38952AD1363E41B7F2,关于近期北京东路山东北路深夜连续施工影响居民休息的建议,2023-10-14,近期，北京东路山东北路附近深夜施工，噪音较大，影响正常休息。建议：一是北京东路山东北路路口及辐射范围不再安排深夜施工;二是全市范围内，人性化调整施工时间，在满足白天车流通行基础上，尽量安排在白天或傍晚施工，原则不安排深夜施工;三是征求施工道路所在居委及居民代表建议，获得一致同意后才可安排施工。,2023-10-27,上海市黄浦区建设和管理委员会,姜先生：您好！经核实，10月13日至14日为我区市政部门实施道路空洞修复施工，因前期通过道路空洞检测发现位于北京东路山东北路路口存在路面空洞，存在路面塌陷隐患。为了保障过往车辆行驶安全，经向交警部门申请施工许可后，养护单位根据施工许可规定时间内于10月13日至14日期间对路面进行修复。目前该路口施工已全部结束，后续无噪音影响。感谢您对我区市政工作的关心和支持！上海市黄浦区建设和管理委员会2023年10月27日
敬望尊敬的领导对我区的优秀的医生给予表扬！,上海市浦东新区卫生健康委员会,2023-10-27,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=124425DEEC214716A6A9421DBB5101A2,敬望尊敬的领导对我区的优秀的医生给予表扬！,2023-10-12,领导：您好。我作为一个长达二十年之久在我区的上钢社区卫生服务中心就医的市民，我亲身感受到该医院的医生们几乎个个不但技术超强，且均能胜任全科医生，他们视病人为亲人这𢇁毫不为过，这也是几乎所有对他们一致的好评，为此，很多外社区的患者不惜换多辆车也要来该医院就医，可见该医院的医生在患者心目中的地位是多么的崇高。因此招来了很多外区的病人来就医，为此该医院的门诊办公室的领导也亲临一线。该医院实实在在的继承了原上钢厂医院的优良传统。我对该医院的医生将病人为亲人的精神深有感受，我因远离该医院与孩子同住，但，我对该医院的医生们怀有深深的留恋之情，为此我给该医院打电话，表达我内心留恋之情，受到他们的亲切的关怀，对此实令我感动之极，确实我已习惯了该医院的墙上照相中的各位医生们热情优质医疗服务了。尊敬的杭区长，我敬向您建议，对该医院的医生们予以表扬，并将之作为样板，以供医疗系统内的医务人员们学习，以造福于我区乃至全市的居民们！特此敬礼。,2023-10-27,上海市浦东新区卫生健康委员会,金同志：您反映的信访事项本机关已受理。经研究，现答复如下：您致信区委领导，表扬浦东新区上钢社区卫生服务中心医生的专业救治、无私奉献，反映的情况我委已与中心核实，中心将在院内进行表扬，同时上钢社区卫生服务中心全体工作人员会以更高的热情全心全意地为广大患者提供更好的服务。感谢您对卫生工作的理解和支持。上海市浦东新区卫生健康委员会2023年10月19日
关于停车位问题,上海市浦东新区人民政府沪东新村街道办事处,2023-10-27,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=5FE1999064954432A8E637F235B3723B,关于停车位问题,2023-09-27,本人反映， 近年车辆急剧增多，本就停车位缺少的老旧小区，面临无车位可停的问题。本人认为，老旧小区可削减部分绿化和小广场，改成停车位，缓解停车难的迫切问题。本人要求，希望本小区尽快削减部分绿化和小广场，增设车位，谢谢。,2023-10-27,上海市浦东新区人民政府沪东新村街道办事处,季同志：您反映的信访事项本机关已受理。经研究，现答复如下：您反映近年车辆增多，面临无车位可停的问题。希望小区削减部分绿化和小广场，增设车位。经与居委了解，您小区是1992年建成的老旧小区，因年代所限小区本身无车库并未考虑停车位问题。小区业委会和物业也陆续开辟不少停车位，但现今家庭车辆保有量逐年上升，车辆停车位问题逐渐突出。但现推行林长制，小区绿化保有量不能减少，如有迁移需在小区内别处补种。小区内有空地都已划为车位。您小区为老龄化小区，同时也是小学学区房，小区内有600左右70岁以上老人和500左右0-10岁小朋友需要活动和运动场地。现您小区只有两个小广场和一个运动场，已无法满足老人和小朋友的活动与运动需要。暂无法削减绿化和小广场增设车位。感谢您对政府工作的关心、理解和支持。上海市浦东新区人民政府沪东新村街道办事处2023年10月16日
关于开设公益早教服务的建议,上海市浦东新区人民政府洋泾街道办事处,2023-10-27,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=BDF87BE9E3864F54B977189F34D900BA,关于开设公益早教服务的建议,2023-08-10,我建议街道能否在类似邻里中心的区域开拓一间教室，招聘一个合适的老师，每周开设一两节公益早教课程，让本区域的小宝宝们有个相互交流和认识玩耍的地方？,2023-10-27,上海市浦东新区人民政府洋泾街道办事处,信访事项答复意见书吴同志：您所提关于公益早教课程的建议本机关已受理。现答复如下：经了解，我街道3-6月及9-12月在沈家弄路891号会开设科学育儿指导服务，欢迎您积极参与。感谢您对社区工作的理解和支持。上海市浦东新区人民政府洋泾街道办事处2023年10月7日
关于结款问题,上海市浦东新区国有资产监督管理委员会,2023-10-27,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=C7C1EEC245D8411DB6BCF3555BBD0127,关于结款问题,2023-10-09,"本人反映,广告公司有意拖欠供应商货款，不按合同约定履行相关义务。本人认为,广告公司以他的甲方未结产品货款为由，而拖欠供应商货款的此行为不当。本人要求,按照双方签订的合同内容，立即结清供应商剩余货款。",2023-10-27,上海市浦东新区国有资产监督管理委员会,赵同志：您反映的信访事项本机关已受理。经委托浦发集团研处，现答复如下：您反映项目拖欠供应商货款的相关事宜。您反映所涉及项目由第三方主体实施，目前该项目已完成，相关资金已经支付到位。第三方主体部分构件采购于广告公司，您提供了部分服务给该公司，且双方自行约定相关支付问题，与浦东国有企业不存在合同关系。同时，现经企业了解，您诉求的事宜已解决，您也表示满意。感谢您对国资国企工作的关心、理解和支持。上海浦东新区国有资产监督管理委员会2023年10月11日
关于买菜难的问题,上海市普陀区人民政府石泉路街道办事处,2023-10-27,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=6910048BAB754207B699AF029C94DA27,关于买菜难的问题,2023-09-14,本人反映，我是住在普陀区石泉街道的居民，我婆婆是80岁高龄的独居老人，最近家附近的农工商超市关门后，目前买菜及日常生活品购买都存在很大的困难，华池路的菜场改建迟迟没有得到开放，大型超市要超过20分钟路程才能到达，老人不会用手机网上购物，对生活在附近的大多数老人来讲及其不方便，要求及时解决民生问题。,2023-10-27,上海市普陀区人民政府石泉路街道办事处,任同志：您好！您反映的信访事项本机关已受理。经研究，现答复如下：收到您的来信后，街道工作人员第一时间与您电话联系，了解您的具体诉求，已经告知您当前管弄地区周围买菜的具体位置，华池路沿线有多家蔬果、肉类、水产商铺供您选择。对于您希望新建大型菜场的诉求，街道将逐级反映，配合区相关职能部门做好为民服务，力争给居民的生活带来最大的便利。感谢您对石泉路街道工作的关心、理解和支持。上海市普陀区人民政府石泉路街道办事处2023年10月9日
施工扰民,上海市黄浦区建设和管理委员会,2023-10-27,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F12D69ADA31241A79B8DB8FC8B593583,施工扰民,2023-10-11,本人反映黄浦区豆市街和复兴东路路口夜间修理马路绿化带持续扰民已经一个多星期，每天凌晨两三点都还未停止，声音响彻天地，楼里的老人小孩叫苦连连。实在无法理解为什么一定要夜深人静的时候再让挖土机扰民？,2023-10-27,上海市黄浦区建设和管理委员会,曹女士：您好！经核实，豆市街复兴东路路口正在进行架空线入地工程，因合杆整治施工，破碎道路进行排管施工引起噪音扰民情况。该工程已办理掘路执照及夜间施工备案。排管因涉及车行道，为保证正常通行，交通管理部门的施工时间为夜间十点至次日六点，为减小对周边居民影响，我委已与施工单位协调，合理安排施工工序，将产生较大噪音的工序安排在十二点前结束，并做好文明施工。下一步我们将落实以下措施：1、继续加大文明施工监管力度，要求施工单位严格按照规定做好施工现场护栏围护和施工铭牌公示，落实噪音控制措施，不断提升文明施工管理意识和水平。2、我区将积极与市架空线入地和合杆整治指挥部以及市、区交警部门沟通，力争产生较大噪音的施工能安排在白天非高峰时间进行。3、我区架空线指挥部已经与相关街道对接，共同做好工程周边居民的沟通解释工作，避免发生施工与居民之间的矛盾。上海市黄浦区建设和管理委员会2023年10月23日
关于信号塔事宜,上海市浦东新区南汇新城镇人民政府,2023-10-27,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=FC972E8469EE4BF09AA558F41DE5C2D6,关于信号塔事宜,2023-09-19,"本人反映,幼儿园门口建了一个信号塔；本人认为,此信号塔对幼儿园在校幼儿身体健康会产生影响；本人要求,拆除此信号塔，保证幼儿的身体健康。",2023-10-27,上海市浦东新区南汇新城镇人民政府,信访事项答复意见书陈女士：您反映的信访事项本机关已受理。经研究，现答复如下：您反映幼儿园门口信号塔对幼儿等的安全造成隐患的问题。我镇受理您的信访件后，相关职能部门十分重视，立即进行调查核实。经查，该基站安装的是低频设备，覆盖范围主要是周边道路及幼儿园对面小区，目前基站尚未开通，暂无辐射影响。该站建设手续符合相关法律法规。待基站正式开通后，如用户担心健康问题，可以出具工信部标准的辐射测试报告。感谢您对我们工作的理解与支持。上海市浦东新区南汇新城镇人民政府2023年10月7日
