title,agency,date,links,标题,来信日期,信件内容,回复日期,回复单位,回复内容
关于小区排水渠问题,上海市浦东新区生态环境局,2023-11-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=0D2F2D219CFF443893561712229010AB,关于小区排水渠问题,2023-10-18,本人反映：小区中心古腊梅树外围铺设一圈鹅卵石，最大石头直径超过5厘米，本人发现小孩拿起古腊梅园内鹅卵石乱投掷。本人要求：请尽快将古腊梅园中鹅卵石清除。,2023-11-15,上海市浦东新区生态环境局,宋同志：您反映的信访事项本机关已受理。经研究，现答复如下：您反映，古腊梅树外围铺设有鹅卵石，现场有小孩拿起鹅卵石乱投掷现象，极有可能造成居民人身伤害。本机关经过排摸，道路及古树外边缘设有排水系统，为加强排水效果，排水渠设计深度为4厘米，上方铺设鹅卵石作为过滤覆盖物，其具有美观、透水、不易腐烂等优点。如将鹅卵石清除，排水渠外露将出现安全隐患。如采用其它覆盖物，如树皮、木板等，则易堵塞排水渠且不能持久。故现阶段不能采用其它覆盖物替换。后期如有绿地设施改造提升计划，您提出的意见及建议本机关将留作参考，后续将根据绿地情况分阶段改善，保证设施安全性。针对小孩或成人拿起古腊梅园内鹅卵石乱投掷的社会问题，本机关将在绿地内设置警告牌，联合街道及有关部门倡导游客减少不文明行为。感谢您对我们公园绿地管理工作的理解与支持。上海市浦东新区生态环境局2023年11月3日
关于噪音扰民问题,上海市浦东新区张江镇人民政府,2023-11-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=7E08468755EA4FF3B05CAA4FE5E0A2CD,关于噪音扰民问题,2023-09-19,"本人反映,小区有空调外机噪音扰民本人认为,应尽快解决这个问题本人要求,上门进行查处。",2023-11-15,上海市浦东新区张江镇人民政府,答复意见书赵同志：您好！您反映的信访事项本机关已受理。经研究，现答复如下：您反映小区有空调外机噪音扰民的事项。经了解，属地居委调解员已上门实地查看情况，当场测试噪音指标，显示在标准范围内。同时，属地居委已要求二房东做好相关管理协调工作。后续，居委将对该事项予以关注。感谢您对小区工作的关心、理解和支持。上海市浦东新区张江镇人民政府2023年10月17日
关于施工问题,上海市浦东新区合庆镇人民政府,2023-11-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=5D7325DB88284D0A858F7B28726A23A7,关于施工问题,2023-09-15,"本人反映，道路施工土方车处置垃圾的时候违章占道，堵塞交通本人认为，相关部门应检查本行为是否具有政府部门核发的渣土处置证,土方车辆是否符合相关法律文件要求本人要求，加强检查。",2023-11-15,上海市浦东新区合庆镇人民政府,唐同志：您来信反映事项经了解，该处为污水改造工程，目前该处工程已结束，后续相关部门将加强该处道路巡查，避免再次出现类似情况。感谢您对我们工作的理解和支持！上海市浦东新区合庆镇人民政府2023年11月7日
关于建设进度问题,上海市浦东新区三林镇人民政府,2023-11-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=A6513181A66D4785A557CEF582EA5455,关于建设进度问题,2023-09-14,领导您好，金色中环概念提了很久，新杨思地区进度一直都很缓慢，本人希望：1、能否告知一下现在新杨思地区的建设进度情况？2、以及Z000601地块的建设进度情况？3、今后通过何渠道能看到相关进度报道？,2023-11-15,上海市浦东新区三林镇人民政府,"康同志：您咨询新杨思地区和Z000601地块的建设进度，并希望提供相关进度公告的渠道的信访事项已受理。经研究，现答复如下：关于新杨思地区建设进度情况。新杨思地区四至范围：东至杨高南路、南至华夏西路、西至云台路和东明路、北至川杨河。在新杨思地块范围内20C-14住宅地块，19-01住宅地块均已开始施工。配套道路杨新东路、经一路正在办理前期手续。关于Z000601地块的建设进度情况,上述区域四至范围：东至上南路、南至华夏西路、西至济阳路、北至川杨河。目前属于杨思社区管辖范围，区域内按规划已逐步建成，剩余零星未开发地块由浦发集团按规划实施滚动开发。关于何渠道看到相关进度报道，建议关注相关官方信息网站、公众号等渠道了解。感谢您对上海市浦东新区三林镇人民政府工作的关心、理解和支持。上海市浦东新区三林镇人民政府2023年10月30日"
关于停车费问题,上海市浦东新区三林镇人民政府,2023-11-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=4DBE1CBF3AA54CEBB4FA56B39CAA2B5C,关于停车费问题,2023-09-18,"本人反映,小区停车费高于周边小区。本人认为,小区远离地铁站，现有车位租金定价过高，大大增加了生活成本。本人要求，降低停车费用。",2023-11-15,上海市浦东新区三林镇人民政府,丁同志：您反映每月停车费高于周边小区，要求降低停车费的信访事项已受理。经研究，现答复如下：经三林房办核实，该小区地下车库产权属于开发商，根据该小区前期物业合同相关内容所示，该小区停车租赁费包含每月的物业管理费。该收费标准由开发商自主定价，且为购房合同的附件之一。小区自2022年10月起应开发商要求，正式对小区业主收取相关停车费用，实际以优惠价格收取。关于停车租赁费价格，建议您与开发商协商解决。若您的权益收到侵害，建议您向有权处理的人民法院提出。您表示知悉。感谢您对上海市浦东新区三林镇人民政府工作的关心、理解和支持。上海市浦东新区三林镇人民政府2023年11月1日
关于施工问题,上海市浦东新区建设和交通委员会,2023-11-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=43CDBBC10BAF4E3A8AEAE1CEE6DFD016,关于施工问题,2023-10-23,"本人反映,高架施工扰民本人要求,1. 高架居民段全封闭；2. 施工时间控制在8:00-18:00，夜间不得施工；3. 装环境监测设备，噪音、扬尘等不得违规",2023-11-15,上海市浦东新区建设和交通委员会,上海市浦东新区建设和交通委员会信访事项答复意见书张同志:2023年10月23日，我委陆续收到你们关于金海路改建工程的信访件。现将该信访事项的答复如下：金海路（杨高中路~华东路东侧）改建工程作为市级重大工程，是完善快速路网，缓解交通拥堵的重点项目，已于2022年底取得施工许可证，计划2025年6月竣工。关于公示的问题，2022年5月2日-6月3日，开展“《金海路快速路（杨高中路-华东路）专项规划》（草案）公示”；2022年11月14日-11月23日，开展“《金海路（杨高中路-华东路东侧）改建工程》建设工程设计方案”公示。2022年12月20日-12月27日，开展《金海路（杨高中路-华东路东侧）改建工程环境影响报告表》报批前信息公示。所有公示内容和流程符合相关要求。关于营运期噪声影响，根据《建设项目环境保护管理条例》和《地面交通噪声污染防治技术政策》（环发〔2010〕7号）本工程优先考虑对噪声源和传声途径采取工程技术措施，实施噪声主动控制措施。包括：高架桥面铺装采用降噪效果更好的OGFC降噪排水沥青路面，您小区所在路段高架实施屏体高度为5m的直立式路侧及路中组合声屏障，地面道路采用降噪沥青路面。施工结束后恢复交通通道临时借用的两侧绿化带。采取上述措施后可使主线高架对应的敏感点室外声环境满足声环境质量标准达标或有所改善的要求。金海路施工区域将安装扬尘、噪声监测设备，对施工现场扬尘、噪声数据进行监测，发现超标情况及时处理。施工期间将严格按照《上海市建设工程文明施工管理规定（2019年修订）》要求落实施工期间的文明施工管理，合理安排施工时间，尽可能减少因施工给周围居民带来的影响。后续我委将督促施工单位加强现场文明施工管理，感谢你们对金海路改建工程的谅解与支持。上海市浦东新区建设和交通委员会2023年11月2日
关于电梯加装问题,上海市浦东新区张江镇人民政府,2023-11-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=FBB87DE9E7C84DB3BF262A4837213E58,关于电梯加装问题,2023-10-16,"本人反映,加梯的前提是小区及楼栋业主自主自治行为，由业主自行民主沟通协商一致，底楼业主反对加装电梯本人要求,撤销开工决定，先由楼栋业主自行民主协商沟通。",2023-11-15,上海市浦东新区张江镇人民政府,信访事项处理意见书纪同志：您好!您反映的信访事项已受理。经研究，现答复如下：您反映楼栋加梯工作中的问题。经了解，您小区有楼栋以书面征求意见的方式进行表决，该楼栋共12户业主，实际回收同意票11票，实际回收反对票1票，达到加装电梯的户数比例。根据《民法典》第二百七十八条加装电梯事项由小区业主共同决定。并由加梯业主与第三方电梯代建公司签订施工合同，属于民事合同。目前，居委将搭建协商平台，高楼层业主与低楼层业主充分沟通，通过民主协商、居民自治的方式协商解决相关问题，若未能达成一致，可通过司法途径进行解决。您表示知悉。感谢您对小区工作的关心、理解和支持。上海市浦东新区张江镇人民政府2023年10月27日
请教注册企业中前置许可项目如何勾选,上海市市场监督管理局,2023-11-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=252E9FF3DFFA4D29A01B3BA4E4531D76,请教注册企业中前置许可项目如何勾选,2023-11-03,近期注册了一家财务公司，但是不清楚前置许可的项目该如何勾选，想请相关部门给予业务指导。,2023-11-15,上海市市场监督管理局,郑先生/女士：     您反映在企业名称申报时不知道该如何选择前置许可项目通道。您要求相关部门给予您业务指导。    根据《市场监管总局关于调整企业登记前置审批事项目录的通知》（国市监注发〔2021〕17号）规定，“非银行金融机构（分支机构）设立审批”属于企业登记前置审批事项；《中国银保监会非银行金融机构行政许可事项实施办法》（中国银行保险监督管理委员会令2020年第６号）规定：“本办法所称非银行金融机构包括：经银保监会批准设立的金融资产管理公司、企业集团财务公司、……等机构”，“申请人应在收到开业核准文件并领取金融许可证后，办理工商登记，领取营业执照”，企业集团财务公司属于非银行金融机构，应当在企业登记前，经前置许可审批部门批准后办理市场主体登记。请您在申报名称时选择“非银行金融机构（分支机构）设立审批”前置审批事项。     如您从事财务咨询等无需许可的一般经营项目，或代理记账等企业登记后置审批事项，建议您在申报名称时选择“财务咨询”“财务管理”“代理记账”等行业表述，通过不涉及前置审批通道申报。    感谢您对我局工作的关心、理解和支持。
静安花园产权车位规划问题,上海市静安区规划和自然资源局,2023-11-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=077777D6DD2045008233141CAC2C936A,静安花园产权车位规划问题,2023-11-10,本人反映静安花园小区停车位规划设置存在问题，要求规划增加产权车位。,2023-11-15,上海市静安区规划和自然资源局,居民同志您好！您于2023年11月10日信访反映的事项收悉。经核，我局对静安花园项目的审批依法合规，车位数量符合相关主管部门的要求及审批时相关规定，在此基础上也满足停车泊位（含机械车库）数量一户一个。感谢您对我们工作的理解和支持。特此告知。
关于维修资金分摊方法,上海市浦东新区北蔡镇人民政府,2023-11-15,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=3EE6E6D8F3D94F2DBB517F397B66E2D3,关于维修资金分摊方法,2023-10-25,本人反映，对于小区楼栋公共的屋面，外墙维修，使用维修资金的时候，是如何分摊的？分摊范围是怎样的？本人认为，需要房管局给出书面的明确说法本人要求，请房管局给出书面的明确说法，楼栋公共的屋面，外墙，基础维修，使用维修资金的时候，是如何分摊的？分摊范围是怎样的？按单元分摊，还是自然幢分摊？法律依据是什么？谢谢！,2023-11-15,上海市浦东新区北蔡镇人民政府,简复告知书樊同志：您好！您于2023年10月25日信访反映的事项收悉。根据《上海市住宅物业管理规定》第六十八条：物业维修、更新、改造和养护的费用，按照下列规定承担：（一）专有部分的所需费用，由拥有专有部分的业主承担；（二）部分共用部分的所需费用，由拥有部分共用部分业主按照各自拥有的房屋建筑面积比例共同承担；（三）全体共用部分的所需费用，由物业管理区域内的全体业主按照各自拥有的房屋建筑面积比例共同承担。根据《上海市商品住宅维修资金管理办法》第十七条（专项维修资金的支取和分摊）物业的日常维修、更新费用由物业服务企业按季度进行按户分摊；物业管理服务合同另有约定的，从其约定。住宅大修和专项维修、更新费用，应当单项即时按户分摊。业主分户账外设立单独账目的，可以先在该账目列支。物业服务企业应当向开户银行提交按户分摊费用清单，由开户银行计入业主分户账和业主分户账外的单独账目。参照上述规定，小区公共屋面和外墙使用维修资金，按照自然幢进行分摊。特此告知。上海市浦东新区北蔡镇人民政府2023年11月3日
