title,agency,date,links,标题,来信日期,信件内容,回复日期,回复单位,回复内容
关于居民区的规范管理问题,上海市浦东新区惠南镇人民政府,2023-08-01,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=D24E52ECFC9948688CED8F7F03222D73,关于居民区的规范管理问题,2023-05-18,本人反映，浦东新区*小区是动迁安置小区，居住人口密集，目前小区物业是前期物业管理，小区经常有收废品、维修空调等外来人员随意进出小区，同时在早上会经常用喇叭呼叫回收废品，严重影响居民的正常休息，期间，多次向物业反应，但没有效果，小区物业除门岗保安一人外，根本看不到小区物业巡逻保安，居民也不知前期物业签订的物业管理合同应配置人数多少，也无公示，其次，小区入住已过百分之50以上，首套房交付也超过2年，居委因在惠南镇房办的指导下，成立业主大会和业委会，规范小区的日常管理。本人认为，结合上海市住宅物业管理规定和民法典的规定，小区居委应对前期物业管理起到监督作用，并应成立业委会的筹建工作，规范小区的各项管理。本人要求，外来人员物业应严格管控，特别是早上不能让收废品人员在小区高音喇叭播放，物业应按前期物业管理合同的要求规范实施，同时也希望小区尽快落实业委会的筹建工作。,2023-08-01,上海市浦东新区惠南镇人民政府,吴同志：您信访反映的事项已收悉。经了解，接到您的诉求后，经居委协调工作，*小区物业表示小区现配备了2名巡逻岗人员，用于平时小区的巡逻，今后将加强门岗和巡逻岗的管理工作，杜绝外来人员扰民的此类情况发生。关于小区成立业委会的情况，目前，该小区遗留问题比较多，需要开发商进行解决，2023年5月29日，民乐社区、房办、居委、开发商和物业就小区成立业委会召开了专题协调会，开发商表示将尽快解决相关遗留问题，并提交成立业委会的书面报告。特此告知。感谢您的来信。上海市浦东新区惠南镇人民政府2023年6月30日
施工扰民,上海市青浦区国有资产监督管理委员会,2023-08-01,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=8E3E33C485174E118E46278BBC65697E,施工扰民,2023-05-14,本人反映，体育场路外青松公路那块早上六点四十分钟开始施工，影响居民睡眠质量。能否用心考虑临靠街边的居民的感受？,2023-08-01,上海市青浦区国有资产监督管理委员会,徐女士：您好！您来信反映的事项收悉。经核实，外青松公路两侧正在进行管线施工，收到您的反映后，新城公司已督促施工单位进行整改，严格遵守6：00-22：00的施工时间，8：00前进行低噪音施工，并切实落实文明施工措施，降低噪音，减少对周边居民的影响。感谢您对我区道路建设工作的关心、理解和支持。
咨询教育资源配置问题,上海市青浦区教育局,2023-08-01,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=536F645440DC4B3EA3A43193239D248F,咨询教育资源配置问题,2023-06-27,尊敬的领导您好，现向您反馈徐泾东区域公立基础教育资源不足的问题。目前徐泾东区域对口公立幼儿园有徐和路幼儿园及徐泾幼儿园，都临近徐泾镇位置，距离徐泾东区域位置较远，以沪青平公路诸光路附近的区位来说，对口的徐和路幼儿园距离为4公里左右，实在是不便利。咨询目前徐泾东（西虹桥区域）的教育资源有何规划。,2023-08-01,上海市青浦区教育局,李女士：您好！您来信反映的事项收悉。经了解，徐泾西虹桥区域：有一所建设计划的小学，目前规划调整过程中；一所在建的幼儿园（高泾路、沪青平公路以南），拟计划明年9月招生；一所规划新建的幼儿园，45-11地块（蟠和路以东、沪青平公路以北），目前正向发改委申报项建书。特此告知。
建议暑期开放学校体育设施,上海市嘉定区教育局,2023-08-01,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=B37B13346DE5423CB622315DCC246D79,建议暑期开放学校体育设施,2023-07-02,建议南翔古猗小学暑期开放体育设施，方便周边居民开展体育锻炼，但学校方以维修为借口整个暑假关闭体育设施开放，为周边居民体育锻炼造成不便，建议学校及时开放体育设施。,2023-08-01,上海市嘉定区教育局,陈同志：您好！您提出的建议事项收悉。经了解，今年暑假期间学校教学楼、体育馆进行房顶维修，此项目规模较大，按施工计划正常进展前后需要1个半月时间。日常工程车辆会进出体育开放场地，维修材料、建筑垃圾需要堆放，故无法确保安全和正常开放原场地。按施工计划，无特殊情况，8月中下旬将结束施工，到时学校会按要求做好场地开放。感谢您对我们工作的关心、理解和支持。特此告知。上海市嘉定区教育局2023年7月6日
"奎照路411弄危房,房顶漏水，屋内深裂痕",上海市虹口区人民政府江湾镇街道办事处,2023-08-01,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=F53CE2F0657646D4B78C39181214A7D4,"奎照路411弄危房,房顶漏水，屋内深裂痕",2023-06-24,本人反映：奎照路411弄小区年久失修，小区路面不平，环境脏乱差，每逢下雨更是我们的噩梦，室外暴雨，屋内大雨。房顶漏水，房屋裂缝，数十年来，无人问津，小区居民曾联合上报居委，街道，区政府等相关部门，但直至今日，有关部门仍不为所动，不闻不问，任其发展。而奎照路411弄周围的小区均已做了美丽家园，只有奎照路411弄的居民们仍生活在水深火热之中，同样是虹口区，仅一条马路之隔，其他的小区早已焕然一新，而我们只能暗自苦恼，声声叹息，现小区的楼房已出现了许多深裂缝，还有倾斜，房屋俨然快成为危房，居民们连安身立命之所都没有，每晚难以入眠。本人认为：上级部门和领导们应该及时解决这个问题，切不可让以往发生的“楼倒倒”事件重演。应当尽全力保护人民的安全为第一，而不是找借口一再推脱，无视人民的生命和财产安全。本人要求：将房顶维修好，不再漏水，想要最基本的生存环境。,2023-08-01,上海市虹口区人民政府江湾镇街道办事处,单女士：您于2023年6月25日反映奎照路411弄小区年久失修，房顶漏水，房屋裂缝，数十年来，无人问津，小区路面不平，环境脏乱差。您认为应当尽全力保护人民的安全为第一。要求将房顶维修好，不再漏水。我们于2023年6月25日受理，并发出受理告知书。经了解，奎照路411弄小区为老小区，很多楼栋顶楼均存在不同程度的开裂及漏水问题，物业已多次进行防水维修，但是由于老化严重，无法对开裂漏水问题进行根治，小区的维修资金也无法支持整体翻修维修。考虑到小区目前现状，街道相关部门已向上级部门提交了美丽家园工程的申请。目前小区就美丽家园工程已开展征询工作，后续待征询结束后，美丽家园工程将逐步开展，整体翻修后或能较大程度缓解房屋老旧造成的开裂及漏水情况。
关于小区路面全铺问题,上海市浦东新区惠南镇人民政府,2023-08-01,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=339A0A884640444482FF6E0576981514,关于小区路面全铺问题,2023-05-25,"本人反映, 浦东新区惠南镇*小区村，政府统一安排污水改造项目，达不到施工要求，本小区脏乱差，望路面全铺！",2023-08-01,上海市浦东新区惠南镇人民政府,李同志：您要求对小区路面做全面修复的来信收悉。现答复如下：经了解，*小区在进行改造前已是整体铺设的沥青路面，此次雨污水改造项目将部分道路开挖，铺设管道，管道铺设完成后将开挖部分进行沥青修复。若您对开挖部分修复不满意，您可提出合理诉求，经确认确为工程产生的问题，施工方会做好后续修补工作，此外施工方表示施工结束后，将对小区中由于在施工期间损坏的花坛及路面进行修补。针对小区业主要求对小区路面做全面修复的诉求，业委会正在拟定征询方案。特此告知。感谢您的来信。上海市浦东新区惠南镇人民政府2023年7月6日
美丽家园施工导致漏水无人修复,上海市杨浦区住房保障和房屋管理局,2023-08-01,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=8A38EA4A433F454CBAB6283265587319,美丽家园施工导致漏水无人修复,2023-07-15,本人家住武川路XX弄，房屋内于2018年装修至今未出现漏水现象，2023年初小区进行美丽家园施工后，我家发生漏水。本人要求修复漏水。,2023-08-01,上海市杨浦区住房保障和房屋管理局,***同志：您好！您于2023年7月15日信访反映的事项收悉。7月26日我局会同居委会、物业、施工队及您本人进行了沟通协调。7月上海普降暴雨后，施工队与物业上门进行了查勘，初步判定漏水原因为7楼业主自封阳台门窗没有排水口，窗台连接处有脱胶现象，雨水通过阳台外墙渗透至您户。您房屋漏水与小区美丽家园外墙施工没有关联。为解决您的实际困难，美丽家园施工队负责人表示愿意帮助您进行修缮。先由居委会上门做7楼住户工作，征得其同意后，方能进行。特此告知。上海市杨浦区住房保障和房屋管理局2023年7月26日
控江绿苑居委会/业委会/物业公司擅自修改,上海市杨浦区人民政府长白新村街道办事处,2023-08-01,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=3EE73DE749A14010B03CF381510C193C,控江绿苑居委会/业委会/物业公司擅自修改,2023-07-05,本人反映，上海市杨浦区长白街道控江绿苑居委会/业委会/物业公司擅自修改小区管理规约。本人认为，根据《中华人民共和国民法典》第二百七十八条规定：制定和修改管理规约的需要业主共同决定。而上海市杨浦区长白街道控江绿苑居委会/业委会/物业公司擅自修改小区停车管理规约，事先未与业主沟通协商。本人要求，业委会如实维护业主权益，加强法律学系，与居委会一起监督物业工作。,2023-08-01,上海市杨浦区人民政府长白新村街道办事处,****同志：您反映的信访事项目前已处理完毕，现将有关情况答复如下：您反映控江绿苑居委会、业委会、物业公司擅自修改小区停车管理规约。要求业委会如实维护业主权益，加强法律学习，与居委会一起监督物业工作。经对您反映的问题进行核实与了解，控江绿苑小区停车管理规约并未进行修改。实际情况是：2022年下半年，控江绿苑小区获批进行雨污水管道改造工程，工程施工单位于2023年6月开始陆续进场施工，因在施工过程中需要开挖地面并重新铺设管道，同时，在施工中也会临时占用公共部位堆放建筑材料等情况，需要移动车辆及临时变动停车位置，待施工完成，即恢复原有停车位。希望小区车主能够理解并互相配合。特此回复长白新村街道办事处2023年7月31日
反映中铁建工第四建设公司在静安95号C地块的重大安全隐患事宜,上海市静安区建设和管理委员会,2023-08-01,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=1C5EB3A0C3344DF382BC27221B84E036,反映中铁建工第四建设公司在静安95号C地块的重大安全隐患事宜,2023-07-03,"本人反映工地施工于2023年6月21日早上发生5米长的钢管砸落到附近小区，直接损坏两辆小客车，并对居民造成重大人身伤害隐患和威胁。现要求,   整顿工地管理及安全措施，消除重大安全隐患。",2023-08-01,上海市静安区建设和管理委员会,答复意见书陈同志：您来信反映的信访事项本机关已受理。现答复如下：经核实，施工总包已对涉事分包单位进行处理，并第一时间上门沟通解释并达成谅解协议。针对该问题，我委对发生工地纳入差别化管理加强监管力度，已责令建设单位、监理单位督促施工总包落实施工现场安全隐患排查机制，落实相应管理责任。感谢您对我委工作的关心、理解和支持。上海市静安区建设和管理委员会2023年7月18日
项目总监理工程师如何进行变更,上海市住房和城乡建设管理委员会行政服务中心,2023-08-01,https://xfb.sh.gov.cn/xinfang/yjzj/feedback/feedbackshow?id=566D4139B1334E26B25638D3A15D3B1C,项目总监理工程师如何进行变更,2023-07-25,项目总监理工程师如何变更,2023-08-01,上海市住房和城乡建设管理委员会行政服务中心,同志您好：您反映的信访事项本机关已受理。经研究，现答复如下：您咨询项目总监理工程师如何变更。我中心已联系您，您表示问题已经解决。感谢您对我中心工作的关心、理解和支持。上海市住房和城乡建设管理委员会行政服务中心2023年7月27日
